PLD (Å),LCD (Å),LCD/PLD,Sacc (m2/g),Porosity,Pore Volume (cm3/g),Qst-N2 (kJ/mol),%C,%H,%N,%O,%Metalloid,%Halogen,%Ametal,LOG(DN2 - INF),LOG(DN2 - 1 bar)
9.33,14.67,1.57,5656.62,0.839,2.304,5.2396,47.62,23.81,19.05,9.52,0,0,0,-3.171225402,-3.275537031
29.02,29.5,1.02,5525.28,0.869,2.956,4.813,47.62,23.81,19.05,9.52,0,0,0,-3.011131151,-3.063698936
14.94,16.24,1.09,4147.77,0.787,1.676,8.9518,47.62,23.81,19.05,9.52,0,0,0,-3.547839376,-3.56867972
14.72,18.25,1.24,5758.07,0.846,2.473,5.182,47.62,23.81,19.05,9.52,0,0,0,-3.243853377,-3.227337515
6.11,7.89,1.29,3746.51,0.72,1.15,9.4135,47.62,23.81,19.05,9.52,0,0,0,-3.583469432,-3.59220364
12.18,31.93,2.62,5500.72,0.86,2.744,5.0341,47.62,23.81,19.05,9.52,0,0,0,-3.122309087,-3.098004069
21.95,28.02,1.28,5449.14,0.924,5.786,3.1086,50,33.33,12.5,4.17,0,0,0,-2.791572269,-2.722229803
9.69,13.1,1.35,4423.25,0.771,1.602,7.3266,50,33.33,12.5,4.17,0,0,0,-3.437324311,-3.549872253
13.78,14.21,1.03,5292.19,0.83,2.32,5.4215,50,33.33,12.5,4.17,0,0,0,-3.191768961,-3.203105762
11.87,31.21,2.63,5936.4,0.852,2.755,5.3825,50,33.33,12.5,4.17,0,0,0,-3.174634906,-3.255026892
14.74,16.12,1.09,5846.95,0.882,3.595,4.3975,50,33.33,12.5,4.17,0,0,0,-3.089381946,-3.065122451
15.06,16.7,1.11,4249.81,0.776,1.862,7.7875,51.85,44.44,3.7,0,0,0,0,-3.528005101,-3.513508112
23.79,25.3,1.06,6292.16,0.924,6.431,2.8879,51.85,44.44,3.7,0,0,0,0,-2.679533375,-2.695700106
10.97,14.06,1.28,4213.57,0.766,1.745,8.7137,51.85,44.44,3.7,0,0,0,0,-3.733230598,-3.534994368
18.76,39.24,2.09,6066.9,0.895,4.463,4.4496,51.85,44.44,3.7,0,0,0,0,-3.010909601,-3.036284798
13.96,18.33,1.31,6102.03,0.873,3.715,3.863,51.85,44.44,3.7,0,0,0,0,-3.077323804,-3.036644549
7.25,8.98,1.24,6140.88,0.792,1.812,6.4498,44.44,37.04,11.11,7.41,0,0,0,-3.400298238,-3.454670932
9.19,14.56,1.58,4845.42,0.814,2.092,5.6654,44.44,37.04,11.11,7.41,0,0,0,-3.329095954,-3.315912413
13.12,15.38,1.17,3852.07,0.758,1.524,10.4484,44.44,37.04,11.11,7.41,0,0,0,-3.762287345,-3.782668975
14.27,17.04,1.19,4696.87,0.82,2.205,5.8185,44.44,37.04,11.11,7.41,0,0,0,-3.272338868,-3.334367672
13.26,31.37,2.36,4867.59,0.84,2.506,5.7373,44.44,37.04,11.11,7.41,0,0,0,-3.204744566,-3.337356515
8.09,10.67,1.32,5748.79,0.81,1.998,5.7106,47.83,30.43,17.39,4.35,0,0,0,-3.230626138,-3.352844502
9.54,13.29,1.39,5631.9,0.83,2.285,5.2082,47.83,30.43,17.39,4.35,0,0,0,-3.277989863,-3.21734623
27.79,29.16,1.05,5156.88,0.862,2.95,5.0709,47.83,30.43,17.39,4.35,0,0,0,-3.038730087,-3.047543333
13.53,16.98,1.26,5496.61,0.839,2.434,5.2318,47.83,30.43,17.39,4.35,0,0,0,-3.256644587,-3.216962531
14.1,30.92,2.19,5517.69,0.854,2.724,5.1932,47.83,30.43,17.39,4.35,0,0,0,-3.102633509,-3.144106967
9.89,13.46,1.36,4467.07,0.811,1.865,6.9381,48,24,12,16,0,0,0,-3.36434873,-3.393107256
14.04,16.22,1.16,2949.33,0.754,1.35,8.827,48,24,12,16,0,0,0,-3.637222895,-3.695564685
14.51,17.08,1.18,4274.87,0.82,1.997,6.9552,48,24,12,16,0,0,0,-3.437077407,-3.355258195
14,14.26,1.02,4448.47,0.814,1.873,6.151,48,24,12,16,0,0,0,-3.304878384,-3.420374398
13.38,31.58,2.36,4494.2,0.834,2.22,6.1308,48,24,12,16,0,0,0,-3.262903193,-3.247283974
6.71,10.14,1.51,5206.12,0.77,1.671,6.6876,43.33,40,16.67,0,0,0,0,-3.433674736,-3.388271251
15.83,32.89,2.08,5880.39,0.876,3.466,4.6325,43.33,40,16.67,0,0,0,0,-3.002551856,-3.093305229
7.44,8.81,1.18,5592.96,0.777,1.758,8.5632,43.33,40,16.67,0,0,0,0,-3.532438703,-3.53830353
14.97,16.33,1.09,2667.44,0.764,1.538,9.2527,48,32,12,8,0,0,0,-3.758812299,-3.892496915
12.78,13.47,1.05,5242.42,0.823,2.141,6.0114,48,32,12,8,0,0,0,-3.238020596,-3.26653947
9.62,13.46,1.4,3539.3,0.737,1.34,8.3116,46.43,35.71,10.71,7.14,0,0,0,-3.622805745,-3.647434439
7.39,7.79,1.05,3244.45,0.703,1.14,9.2963,46.43,35.71,10.71,7.14,0,0,0,-3.868797663,-3.94456828
18.97,36.59,1.93,5280.48,0.878,3.458,4.8457,46.43,35.71,10.71,7.14,0,0,0,-3.083783289,-3.079393982
17.62,22.73,1.29,6081.74,0.895,4.153,4.1198,52.63,31.58,15.79,0,0,0,0,-2.931782738,-2.927060187
7.81,10.87,1.39,5321.47,0.791,1.837,6.9111,52.63,31.58,15.79,0,0,0,0,-3.356116264,-3.358953624
7.49,8.22,1.1,1957.79,0.692,1.072,10.5856,52.63,31.58,15.79,0,0,0,0,-4.056319607,-4.118540971
7.97,8.76,1.1,5588.77,0.761,1.522,8.468,52.63,31.58,15.79,0,0,0,0,-3.366887986,-3.426638465
14.18,14.51,1.02,6102.12,0.866,2.995,4.4915,52.63,31.58,15.79,0,0,0,0,-3.029665844,-3.153423595
20.83,40.77,1.96,5868.32,0.916,5.135,3.2913,52.63,31.58,15.79,0,0,0,0,-2.782633005,-2.83675095
14.99,20.53,1.37,6034.7,0.882,3.537,4.0352,52.63,31.58,15.79,0,0,0,0,-2.966239268,-3.079712745
9.17,14.19,1.55,6142.88,0.847,2.683,6.2508,52.63,31.58,15.79,0,0,0,0,-3.245700048,-3.240778851
9.03,11.01,1.22,5010.67,0.767,1.646,7.9684,50,36.36,13.64,0,0,0,0,-3.554151431,-3.62329206
8.31,11.46,1.38,6357.57,0.827,2.359,4.9408,50,36.36,13.64,0,0,0,0,-3.195408594,-3.223476147
9.83,15.03,1.53,6170.33,0.848,2.705,4.918,50,36.36,13.64,0,0,0,0,-3.13762505,-3.18109582
23.44,27.98,1.19,6042.28,0.933,6.726,2.9155,50,36.36,13.64,0,0,0,0,-2.680438612,-2.65344138
14.09,14.37,1.02,5988.02,0.85,2.731,4.9579,50,36.36,13.64,0,0,0,0,-3.19265055,-3.03754806
14.43,18.56,1.29,5902.72,0.87,3.233,4.282,50,36.36,13.64,0,0,0,0,-3.087540109,-3.141163543
9.76,13.96,1.43,6069.04,0.839,2.463,5.1607,47.83,34.78,13.04,4.35,0,0,0,-3.207451727,-3.234851533
21.93,28.2,1.29,5932.76,0.929,6.143,3.0848,47.83,34.78,13.04,4.35,0,0,0,-2.747172644,-2.704412873
18,25.01,1.39,4516.51,0.843,2.548,5.5335,47.83,34.78,13.04,4.35,0,0,0,-3.221481657,-3.173272551
9.35,14.26,1.53,4781.12,0.782,1.706,7.1932,47.83,34.78,13.04,4.35,0,0,0,-3.511177512,-3.546680046
13.9,14.17,1.02,5682.59,0.841,2.477,5.0097,47.83,34.78,13.04,4.35,0,0,0,-3.235889474,-3.264327915
19.42,38.34,1.97,6193.56,0.897,4.209,4.0033,47.83,34.78,13.04,4.35,0,0,0,-2.925768122,-2.950369375
8.87,12.71,1.43,6034.84,0.821,2.291,5.411,50,38.46,11.54,0,0,0,0,-3.276025482,-3.22392947
14.43,15.41,1.07,4119.86,0.768,1.691,9.3304,50,38.46,11.54,0,0,0,0,-3.698646507,-3.684448525
14.12,17.53,1.24,5849.6,0.828,2.433,5.4245,50,38.46,11.54,0,0,0,0,-3.250056242,-3.268990736
13.51,17.06,1.26,5937.37,0.876,3.625,3.9998,50,38.46,11.54,0,0,0,0,-3.04179104,-3.136768312
10.08,14.12,1.4,4454.97,0.811,1.907,6.4313,48,24,12,16,0,0,0,-3.277503033,-3.322681144
5.7,6.37,1.12,3719.53,0.711,1.095,9.2298,48,24,12,16,0,0,0,-3.575881815,-3.597313868
8.95,11.63,1.3,4245.16,0.796,1.765,9.2952,48,24,12,16,0,0,0,-3.331826052,-3.377254547
21.72,25.85,1.19,5218.04,0.909,5.037,2.9561,43.75,43.75,9.38,3.13,0,0,0,-2.727250175,-2.876198752
12.91,13.36,1.03,4849.83,0.794,1.955,5.8389,43.75,43.75,9.38,3.13,0,0,0,-3.352700214,-3.315806897
8.07,11.02,1.37,5239.63,0.791,1.828,6.7836,52.63,31.58,15.79,0,0,0,0,-3.30511955,-3.283881921
7.2,8.38,1.16,2201.07,0.695,1.082,10.8968,52.63,31.58,15.79,0,0,0,0,-4.052270861,-3.97042778
25.52,28.84,1.13,6141.54,0.939,7.311,3.1416,52.63,31.58,15.79,0,0,0,0,-2.699339474,-2.785297355
18.39,25.69,1.4,5295,0.866,3.067,5.1623,52.63,31.58,15.79,0,0,0,0,-3.152569505,-3.089605197
7.76,8.46,1.09,5676.88,0.762,1.531,8.4157,52.63,31.58,15.79,0,0,0,0,-3.448749502,-3.386090513
14.11,14.51,1.03,6078.26,0.867,3.001,4.4588,52.63,31.58,15.79,0,0,0,0,-3.0204189,-3.072486314
15.44,20.6,1.33,5952.59,0.883,3.55,4.1636,52.63,31.58,15.79,0,0,0,0,-3.059572821,-3.002064856
9.09,13.93,1.53,6156.73,0.847,2.687,6.1379,52.63,31.58,15.79,0,0,0,0,-3.215399347,-3.224256847
10.48,14.41,1.38,6070.01,0.846,2.688,4.8324,50,36.36,13.64,0,0,0,0,-3.270341033,-3.167590727
26.36,28.37,1.08,6255.17,0.906,4.782,3.8518,50,36.36,13.64,0,0,0,0,-2.873796234,-2.946983388
15,16.68,1.11,5565.07,0.801,2.006,7.6673,50,36.36,13.64,0,0,0,0,-3.44081562,-3.394908676
17.52,20.5,1.17,5161.75,0.865,3.147,5.739,50,36.36,13.64,0,0,0,0,-3.079550304,-3.127235526
15.39,18.66,1.21,5810.78,0.869,3.282,4.3801,50,36.36,13.64,0,0,0,0,-3.066095793,-3.108891213
9.58,14.19,1.48,5732.96,0.818,2.178,5.5931,56,32,12,0,0,0,0,-3.184259098,-3.239236648
7.8,10.55,1.35,5648.82,0.803,2.002,7.9243,56,32,12,0,0,0,0,-3.390897057,-3.390837923
17.47,23.69,1.36,5447.28,0.888,3.787,4.3591,47.62,33.33,19.05,0,0,0,0,-2.909976805,-2.932145559
8.12,10.76,1.33,4763.9,0.778,1.659,7.2727,47.62,33.33,19.05,0,0,0,0,-3.483951648,-3.393513482
9.46,11.47,1.21,6016.28,0.835,2.373,4.9789,47.62,33.33,19.05,0,0,0,0,-3.21802541,-3.331303212
10.76,14.4,1.34,5912.36,0.853,2.699,4.7617,47.62,33.33,19.05,0,0,0,0,-3.194303679,-3.175603083
14.99,17,1.13,5545.45,0.807,2.002,7.5378,47.62,33.33,19.05,0,0,0,0,-3.478558076,-3.480210228
19.67,38.26,1.95,5973.17,0.91,4.721,4.1135,47.62,33.33,19.05,0,0,0,0,-2.914310229,-2.883986472
14.24,18.54,1.3,5695.18,0.874,3.242,4.3995,47.62,33.33,19.05,0,0,0,0,-3.092034657,-3.020533684
8.61,13.31,1.55,5927.34,0.827,2.287,5.325,50,33.33,12.5,4.17,0,0,0,-3.164884138,-3.242368543
27.51,28.32,1.03,5700.55,0.861,2.967,4.9987,50,33.33,12.5,4.17,0,0,0,-3.025341285,-3.127935332
14.05,14.33,1.02,5247.24,0.832,2.32,5.2941,50,33.33,12.5,4.17,0,0,0,-3.151237033,-3.252546838
11.52,30.49,2.65,5743.71,0.852,2.757,5.1763,50,33.33,12.5,4.17,0,0,0,-3.150141555,-3.165747516
14.59,16.23,1.11,5570.39,0.883,3.62,4.3443,50,33.33,12.5,4.17,0,0,0,-2.98135281,-2.966126042
8.18,10.61,1.3,5532.91,0.809,2.076,6.9697,50,33.33,12.5,4.17,0,0,0,-3.293244617,-3.319087171
17.5,22.95,1.31,6301.05,0.891,4.247,4.2061,57.14,38.1,4.76,0,0,0,0,-2.979020526,-2.968633392
10.86,17.99,1.66,6212.06,0.858,3.04,4.6097,57.14,38.1,4.76,0,0,0,0,-3.19145644,-3.159852378
17.73,19.99,1.13,6393.07,0.865,3.287,4.7086,57.14,38.1,4.76,0,0,0,0,-3.167646812,-3.182090593
14.44,20.22,1.4,6302.23,0.878,3.632,4.3854,57.14,38.1,4.76,0,0,0,0,-3.063658329,-3.009679879
9.33,14.43,1.55,6400.21,0.842,2.752,6.5348,57.14,38.1,4.76,0,0,0,0,-3.338805356,-3.242981622
7.26,8.06,1.11,2814.05,0.687,1.124,10.0571,57.14,38.1,4.76,0,0,0,0,-3.665877784,-3.679834681
8.12,10.77,1.33,4538.92,0.759,1.526,8.4821,52.17,34.78,4.35,8.7,0,0,0,-3.580008621,-3.590522532
9.44,10.6,1.12,5908.81,0.822,2.21,5.2234,52.17,34.78,4.35,8.7,0,0,0,-3.311674143,-3.339496602
14.99,16.96,1.13,4747.81,0.791,1.851,8.5151,52.17,34.78,4.35,8.7,0,0,0,-3.541487469,-3.500816146
15.09,34.01,2.25,5537.12,0.863,3.02,4.8805,52.17,34.78,4.35,8.7,0,0,0,-3.128588195,-3.089341898
9.33,12.95,1.39,5713.86,0.824,2.281,7.4433,52.17,34.78,4.35,8.7,0,0,0,-3.279608623,-3.377728327
26.37,36.85,1.4,7323.21,0.935,7.505,3.0721,57.14,40,2.86,0,0,0,0,-2.59421423,-2.641351116
12.79,17.5,1.37,6902.17,0.871,3.493,4.9885,57.14,40,2.86,0,0,0,0,-3.203423176,-3.094813926
11.02,13.15,1.19,5896.07,0.824,2.369,6.1221,57.14,40,2.86,0,0,0,0,-3.351008066,-3.343221067
20.21,26.45,1.31,7200.79,0.923,6.203,2.9833,57.14,40,2.86,0,0,0,0,-2.745874727,-2.776439141
20.92,22.74,1.09,6225.39,0.842,2.73,6.451,57.14,40,2.86,0,0,0,0,-3.199203145,-3.304304117
27.61,39.31,1.42,7210.51,0.932,7.117,2.8865,57.14,40,2.86,0,0,0,0,-2.667535029,-2.713118649
15.74,20.65,1.31,6654.12,0.878,3.716,4.6049,57.14,40,2.86,0,0,0,0,-3.020157411,-3.016678538
9.89,13.18,1.33,7085.8,0.848,2.829,5.0851,57.14,40,2.86,0,0,0,0,-3.193950912,-3.202833996
19.31,19.95,1.03,7344.72,0.915,5.296,3.3473,57.14,40,2.86,0,0,0,0,-2.924285596,-2.844196606
24.02,29.88,1.24,7254.49,0.926,6.513,2.9442,57.14,40,2.86,0,0,0,0,-2.75936301,-2.771323715
13.89,19.07,1.37,7223.28,0.9,4.709,3.6854,57.14,40,2.86,0,0,0,0,-2.916967075,-2.910118708
20.09,23.77,1.18,5387.29,0.863,3.291,5.1282,51.85,44.44,3.7,0,0,0,0,-3.107299077,-3.162228123
15.01,16.43,1.09,4511.36,0.773,1.839,8.8986,51.85,44.44,3.7,0,0,0,0,-3.548240314,-3.584022852
23.67,27.85,1.18,5879.42,0.924,6.377,2.88,51.85,44.44,3.7,0,0,0,0,-2.659499595,-2.737237883
13.49,13.91,1.03,5785.02,0.831,2.551,5.1894,51.85,44.44,3.7,0,0,0,0,-3.221300774,-3.190870448
15.29,16.65,1.09,5935.55,0.881,3.952,4.1678,51.85,44.44,3.7,0,0,0,0,-3.020542116,-3.019151022
5.39,8.4,1.56,2399.73,0.657,0.972,12.0389,62.22,35.56,2.22,0,0,0,0,-3.818624107,-3.998784546
5.1,6.66,1.3,3521.41,0.675,1.026,11.2996,60,35,5,0,0,0,0,-3.619303386,-3.690152945
15.34,17.03,1.11,7009.98,0.882,3.881,3.9554,57.53,38.36,4.11,0,0,0,0,-3.007202064,-3.16431623
10.87,12.74,1.17,6434.74,0.848,2.904,4.6676,57.14,38.1,4.76,0,0,0,0,-3.097708804,-3.117625565
21.18,22.1,1.04,7674.64,0.922,6.167,2.9609,60.67,38.2,1.12,0,0,0,0,-2.79285908,-2.77927423
17.09,17.76,1.04,5903.57,0.844,2.822,5.902,60.67,38.2,1.12,0,0,0,0,-3.269385942,-3.185464153
15.5,19.75,1.27,7330.84,0.897,4.454,3.8138,60,38,2,0,0,0,0,-2.976174631,-2.965450327
22.81,23.69,1.04,7501.47,0.907,5.161,3.6946,58.41,40.71,0.88,0,0,0,0,-2.847923035,-2.915413162
21.7,26.61,1.23,8558.75,0.935,7.695,2.3834,58.06,40.32,1.61,0,0,0,0,-2.657910867,-2.739299033
12.09,14.61,1.21,7924.05,0.87,3.58,4.4185,58.06,40.32,1.61,0,0,0,0,-2.995605377,-3.127478372
21.56,23.13,1.07,7338.16,0.923,5.898,2.9219,57.83,33.73,8.43,0,0,0,0,-2.719351269,-2.746456459
17.11,17.76,1.04,5519.66,0.846,2.703,5.3218,57.83,33.73,8.43,0,0,0,0,-3.139298424,-3.104159514
14.24,15.7,1.1,6852.73,0.889,4.025,3.854,57.45,34.04,8.51,0,0,0,0,-2.923771554,-2.928503558
31.28,41.71,1.33,5848.44,0.943,7.48,2.4573,45.16,25.81,16.13,12.9,0,0,0,-2.451937289,-2.514320865
20.49,22.43,1.09,5381.99,0.835,2.281,6.8782,45.16,25.81,16.13,12.9,0,0,0,-3.315947136,-3.300619336
18.55,21.35,1.15,6715.89,0.917,5.074,2.9181,45.16,25.81,16.13,12.9,0,0,0,-2.74532372,-2.823810739
28.11,38.84,1.38,5972.99,0.922,5.255,2.9627,45.16,25.81,16.13,12.9,0,0,0,-2.75053955,-2.779822547
22.67,54.3,2.4,6675.81,0.935,6.426,2.5581,45.16,25.81,16.13,12.9,0,0,0,-2.628459568,-2.588161031
22.77,29.7,1.3,6292.45,0.928,5.882,2.7362,45.16,25.81,16.13,12.9,0,0,0,-2.729317978,-2.703431257
7.87,11.32,1.44,6052,0.808,2.125,5.894,55.84,36.36,7.79,0,0,0,0,-3.21412517,-3.227740764
7.2,9.02,1.25,5047.97,0.78,1.636,6.9898,50,32.14,10.71,7.14,0,0,0,-3.286418234,-3.286956077
11.75,12.48,1.06,5510.06,0.851,2.814,4.6536,48.78,34.15,17.07,0,0,0,0,-2.994457057,-3.064900793
9.63,11.21,1.16,5814.6,0.824,2.308,5.6645,57.14,32.14,10.71,0,0,0,0,-3.157832424,-3.051259162
19.8,26.77,1.35,6937.5,0.928,6.195,2.7679,40,40,20,0,0,0,0,-2.655256233,-2.834908001
17.42,20.94,1.2,7320.55,0.921,5.676,3.0015,40,40,20,0,0,0,0,-2.833524653,-2.791704749
19.96,44.46,2.23,6835.73,0.933,6.723,3.0934,40,40,20,0,0,0,0,-2.638680472,-2.687604124
15.59,20.56,1.32,6777.73,0.903,4.462,3.3868,40,40,20,0,0,0,0,-2.889357852,-2.88354146
7.86,11.6,1.48,5956.87,0.804,1.985,6.5747,40,40,20,0,0,0,0,-3.287092001,-3.341668889
30.12,41.74,1.39,6921.07,0.946,8.201,2.4992,45.16,32.26,9.68,12.9,0,0,0,-2.439192744,-2.471715471
20.61,27.53,1.34,6827.73,0.93,6.034,2.7162,45.16,32.26,9.68,12.9,0,0,0,-2.800343918,-2.6602636
36.98,40.76,1.1,6805.38,0.939,7.248,2.442,45.16,32.26,9.68,12.9,0,0,0,-2.541225701,-2.625197385
18.07,21.22,1.17,7134.32,0.923,5.561,2.8619,45.16,32.26,9.68,12.9,0,0,0,-2.765746963,-2.786860024
28.12,34.05,1.21,6973.99,0.933,6.489,2.7698,45.16,32.26,9.68,12.9,0,0,0,-2.654678347,-2.730300557
22.08,45.7,2.07,6559.29,0.935,6.608,2.7475,45.16,32.26,9.68,12.9,0,0,0,-2.641874254,-2.592470615
24.5,29.85,1.22,6964.84,0.932,6.35,2.6431,45.16,32.26,9.68,12.9,0,0,0,-2.672158749,-2.680413873
17.14,17.77,1.04,6333.13,0.882,3.366,4.2413,45.16,32.26,9.68,12.9,0,0,0,-2.980805481,-2.93702118
15.11,20.45,1.35,6643.73,0.905,4.378,3.2747,45.16,32.26,9.68,12.9,0,0,0,-2.933913796,-2.897434491
8.3,12.01,1.45,5916.76,0.808,1.955,6.1816,45.16,32.26,9.68,12.9,0,0,0,-3.373787055,-3.302824547
29.25,40.17,1.37,7476.24,0.939,8.429,2.6376,46.15,46.15,7.69,0,0,0,0,-2.509680095,-2.511723663
15.68,19.15,1.22,6810.48,0.868,3.493,5.1214,46.15,46.15,7.69,0,0,0,0,-3.134440967,-3.075432381
19.67,47.15,2.4,6975.59,0.927,6.769,3.1539,46.15,46.15,7.69,0,0,0,0,-2.645319131,-2.73028193
24.91,27.12,1.09,7341.11,0.924,6.624,2.881,46.15,46.15,7.69,0,0,0,0,-2.72570203,-2.710794539
16.96,17.77,1.05,6619.69,0.869,3.457,4.7708,46.15,46.15,7.69,0,0,0,0,-3.100989607,-3.052100264
36.93,46.64,1.26,8352.71,0.959,12.248,1.8545,48.89,40,6.67,4.44,0,0,0,-2.273987111,-2.350639753
26.17,27.74,1.06,6300.15,0.858,3.068,5.6713,48.89,40,6.67,4.44,0,0,0,-3.223431227,-3.270709132
20.55,25.96,1.26,7677.9,0.941,7.966,2.3768,48.89,40,6.67,4.44,0,0,0,-2.577878659,-2.660776951
17.02,18.26,1.07,7282.91,0.881,3.73,4.0245,48.89,40,6.67,4.44,0,0,0,-3.028347653,-2.965814056
37.31,49.6,1.33,8448.49,0.965,14.09,1.6323,51.28,38.46,10.26,0,0,0,0,-2.271079917,-2.289635481
46.35,53.32,1.15,8237.57,0.961,12.269,1.6888,48.78,39.02,12.2,0,0,0,0,-2.34350759,-2.339917736
11.09,12.49,1.13,7122.98,0.831,2.495,5.3273,48.78,39.02,12.2,0,0,0,0,-3.248099799,-3.189232055
34.95,37.2,1.06,8291.38,0.964,12.623,1.688,48.78,39.02,12.2,0,0,0,0,-2.341859544,-2.389550424
28.01,32.41,1.16,7284.45,0.925,6.06,3.5732,48.78,39.02,12.2,0,0,0,0,-2.772979277,-2.747524243
27.31,35.4,1.3,7188.54,0.949,8.534,2.0792,44.44,31.11,15.56,8.89,0,0,0,-2.49218325,-2.512479819
46.49,53.12,1.14,7407.89,0.954,9.679,1.998,44.44,31.11,15.56,8.89,0,0,0,-2.450223361,-2.413184298
10.17,11.62,1.14,5732.83,0.806,1.924,6.0754,44.44,31.11,15.56,8.89,0,0,0,-3.328499948,-3.400575212
32.37,35.2,1.09,7222.46,0.956,9.875,1.9475,44.44,31.11,15.56,8.89,0,0,0,-2.412787848,-2.454842991
23.96,29.88,1.25,6770.95,0.911,4.703,3.7691,44.44,31.11,15.56,8.89,0,0,0,-2.835620782,-2.832851858
15.6,19.47,1.25,6622.11,0.865,2.978,4.8834,44.44,31.11,15.56,8.89,0,0,0,-3.08422254,-3.134444279
22.38,29.64,1.32,7836.35,0.921,5.836,3.2372,54.05,37.84,8.11,0,0,0,0,-2.71251063,-2.773132405
27.13,30.54,1.13,7857.9,0.932,6.808,3.1512,54.05,37.84,8.11,0,0,0,0,-2.671366059,-2.678754139
24.34,25.45,1.05,8083.58,0.934,7.216,2.57,54.05,37.84,8.11,0,0,0,0,-2.709477053,-2.703055861
31.06,41.72,1.34,7632.97,0.952,9.842,2.2436,50,35.71,10.71,3.57,0,0,0,-2.423397167,-2.438335539
21.53,27.67,1.29,7776.57,0.937,7.328,2.4192,50,35.71,10.71,3.57,0,0,0,-2.574363443,-2.668533378
36.06,40.62,1.13,7755.34,0.946,8.483,2.2818,50,35.71,10.71,3.57,0,0,0,-2.577604704,-2.650436369
19.18,22.59,1.18,7881.02,0.93,6.643,2.5868,50,35.71,10.71,3.57,0,0,0,-2.747223337,-2.75100675
27.39,31.37,1.15,7475.88,0.949,9.01,2.2265,50,35.71,10.71,3.57,0,0,0,-2.498230867,-2.634472553
21.16,24.7,1.17,6010.4,0.898,4.264,5.3479,50,35.71,10.71,3.57,0,0,0,-3.019460397,-2.962285698
15.19,18.79,1.24,5516.92,0.846,2.677,7.0154,50,35.71,10.71,3.57,0,0,0,-3.318159711,-3.244135037
9.09,12.63,1.39,5272.53,0.793,1.883,8.0117,50,35.71,10.71,3.57,0,0,0,-3.444105792,-3.50126164
17.16,17.74,1.03,7257.33,0.895,4.116,3.8407,50,35.71,10.71,3.57,0,0,0,-2.948618614,-3.006595866
44.06,51.79,1.18,8392.65,0.953,11.237,1.8778,48.98,44.9,6.12,0,0,0,0,-2.454362854,-2.418189595
23.22,24.12,1.04,8091.45,0.916,5.922,3.0661,48.98,44.9,6.12,0,0,0,0,-2.870330475,-2.807594059
37.18,49.28,1.33,8120.35,0.963,12.801,1.7243,51.28,33.33,10.26,5.13,0,0,0,-2.277079419,-2.313445952
26.65,33.96,1.27,7981.35,0.956,10.377,1.8183,51.28,33.33,10.26,5.13,0,0,0,-2.482479678,-2.47002142
32.17,39.1,1.22,7604.7,0.95,9.303,2.0893,51.28,33.33,10.26,5.13,0,0,0,-2.469126907,-2.528562582
11.65,12.97,1.11,6984.05,0.831,2.387,5.5271,51.28,33.33,10.26,5.13,0,0,0,-3.30550096,-3.32354488
20.91,24.56,1.17,7047.35,0.941,7.36,2.3457,48.78,29.27,12.2,9.76,0,0,0,-2.573095032,-2.748075996
29.14,47.42,1.63,6629.94,0.94,6.792,2.5398,44.44,22.22,15.56,17.78,0,0,0,-2.542516212,-2.60078416
7.59,10.77,1.42,5390.8,0.784,1.614,6.6278,44.44,22.22,15.56,17.78,0,0,0,-3.406968897,-3.474569264
22.69,23.07,1.02,6530.9,0.904,4.226,3.2666,44.44,22.22,15.56,17.78,0,0,0,-2.911758201,-2.836808712
26.33,33.89,1.29,7858.01,0.952,9.627,2.0558,51.16,34.88,9.3,4.65,0,0,0,-2.551064191,-2.533253614
27.14,37.41,1.38,7228.96,0.937,7.266,3.0587,51.16,34.88,9.3,4.65,0,0,0,-2.568203458,-2.638719037
33.12,36.2,1.09,7834.25,0.96,11.223,1.9323,51.16,34.88,9.3,4.65,0,0,0,-2.396143603,-2.424913527
18.67,22.82,1.22,6814.72,0.877,3.421,4.8345,51.16,34.88,9.3,4.65,0,0,0,-3.1590787,-3.077744326
27.41,35.84,1.31,7943.08,0.957,10.625,1.8181,51.28,33.33,10.26,5.13,0,0,0,-2.462557663,-2.479574178
46.53,53.4,1.15,7957.51,0.961,12.052,1.6973,51.28,33.33,10.26,5.13,0,0,0,-2.31915031,-2.395443403
35.25,38.34,1.09,7726.03,0.964,12.341,1.6966,51.28,33.33,10.26,5.13,0,0,0,-2.278982304,-2.343402078
25.78,30.35,1.18,7375.47,0.926,5.927,3.3714,51.28,33.33,10.26,5.13,0,0,0,-2.691246771,-2.744615706
16.55,22.31,1.35,7252.94,0.889,3.793,4.3905,51.28,33.33,10.26,5.13,0,0,0,-3.054934623,-3.019633844
13.22,15.14,1.15,7103.48,0.851,2.723,5.3163,51.28,33.33,10.26,5.13,0,0,0,-3.225777477,-3.186781335
34.35,39.08,1.14,7540.93,0.957,10.558,1.7884,44.44,31.11,15.56,8.89,0,0,0,-2.429248346,-2.425659848
18.48,26.38,1.43,7456.87,0.915,5.05,2.9789,44.44,31.11,15.56,8.89,0,0,0,-2.807279423,-2.817280536
31.21,41.75,1.34,7799.19,0.951,9.98,2.298,50,40,10,0,0,0,0,-2.436662039,-2.464746136
20.85,26.48,1.27,8060.21,0.935,7.378,2.486,50,40,10,0,0,0,0,-2.71636006,-2.683623516
20.41,22.29,1.09,7802.12,0.857,3.108,5.789,50,40,10,0,0,0,0,-3.180985025,-3.102827452
