PLD (Å),LCD (Å),LCD/PLD,Sacc (m2/g),Porosity,Pore Volume (cm3/g),Qst-O2 (kJ/mol),%C,%H,%N,%O,%Metalloid,%Halogen,%Ametal,LOG(DO2 - INF),LOG(DO2 - 1 bar)
23.45,25.28,1.08,4525.5,0.822,2.3,7.3412,51.81,33.73,14.46,0,0,0,0,-3.476634395,-3.495930588
10.94,13.87,1.27,6529.52,0.823,2.323,5.8432,51.81,33.73,14.46,0,0,0,0,-3.35253494,-3.337351125
25.61,29.4,1.15,7315.95,0.919,5.9,3.4124,47.13,41.38,9.2,2.3,0,0,0,-2.830363087,-2.856959064
24.15,25.58,1.06,4971.64,0.831,2.479,7.0426,47.13,41.38,9.2,2.3,0,0,0,-3.409519733,-3.339034071
14.03,31.34,2.23,6799.73,0.905,4.733,3.6573,47.13,41.38,9.2,2.3,0,0,0,-2.922908933,-2.921564849
19.6,23.78,1.21,7449.66,0.918,5.676,3.5779,47.13,41.38,9.2,2.3,0,0,0,-2.892960021,-2.948259462
9.47,14.23,1.5,6883.98,0.834,2.58,5.743,47.13,41.38,9.2,2.3,0,0,0,-3.406326826,-3.309413155
32.48,37.7,1.16,7085.78,0.928,6.275,3.1931,46.99,36.14,12.05,4.82,0,0,0,-2.719632189,-2.758782484
25.74,29.45,1.14,6851.63,0.919,5.64,3.1892,46.99,36.14,12.05,4.82,0,0,0,-2.77165186,-2.835034839
13.18,20.64,1.57,6557.28,0.89,3.858,3.752,46.99,36.14,12.05,4.82,0,0,0,-2.948403001,-3.059121975
13.57,18.81,1.39,7131.41,0.899,4.354,3.7051,46.99,36.14,12.05,4.82,0,0,0,-2.955817129,-3.135305409
24.12,25.19,1.04,5014.36,0.831,2.38,7.0516,46.99,36.14,12.05,4.82,0,0,0,-3.39917582,-3.485816477
19.23,23.91,1.24,6780.63,0.918,5.44,3.0706,46.99,36.14,12.05,4.82,0,0,0,-2.820167501,-2.760843548
12.65,20.83,1.65,6745.15,0.887,3.889,3.9412,48.31,40.45,8.99,2.25,0,0,0,-2.973802505,-3.052787283
23.71,25.54,1.08,4637.21,0.825,2.396,7.0973,48.31,40.45,8.99,2.25,0,0,0,-3.495954448,-3.465172866
19.27,23.62,1.23,7291.35,0.915,5.468,3.5808,48.31,40.45,8.99,2.25,0,0,0,-2.83940123,-2.955320136
9.32,13.25,1.42,7034.01,0.83,2.48,5.6229,48.31,40.45,8.99,2.25,0,0,0,-3.328738104,-3.354894246
10.13,15.4,1.52,6149.69,0.82,2.322,5.7074,45.26,42.11,8.42,4.21,0,0,0,-3.420020615,-3.268745895
26.05,29.68,1.14,6952.83,0.917,5.68,3.3077,47.13,39.08,11.49,2.3,0,0,0,-2.876717387,-2.77356199
8.16,13.38,1.64,6322.74,0.831,2.337,5.7573,47.25,35.16,8.79,8.79,0,0,0,-3.323969001,-3.320058122
11.03,29.83,2.7,6472.59,0.896,3.984,4.372,47.25,35.16,8.79,8.79,0,0,0,-3.05091009,-3.029878871
30.27,35.24,1.16,6855.71,0.917,5.787,3.1953,44.55,43.56,11.88,0,0,0,0,-2.81076813,-2.810349598
25.44,29.4,1.16,7194.2,0.908,5.195,3.8309,44.55,43.56,11.88,0,0,0,0,-2.873234231,-2.877145724
13.86,18.25,1.32,7130.06,0.893,4.254,4.0664,49.47,42.11,4.21,4.21,0,0,0,-3.048341578,-3.035930005
18.87,23.25,1.23,7074.07,0.912,5.297,3.7165,49.47,42.11,4.21,4.21,0,0,0,-2.851578297,-2.845667456
23.82,24.84,1.04,3943.72,0.812,2.156,7.0687,46.39,41.24,8.25,4.12,0,0,0,-3.568601707,-3.62075692
33.02,40.62,1.23,7390.2,0.934,7.276,2.6513,49.37,40.51,10.13,0,0,0,0,-2.621568491,-2.679341243
14.33,18.64,1.3,6688.8,0.868,3.382,5.4656,49.37,40.51,10.13,0,0,0,0,-3.208752522,-3.13270745
32.7,37.98,1.16,7327.88,0.926,6.752,3.0113,49.47,46.32,4.21,0,0,0,0,-2.721270767,-2.753381068
25.78,29.79,1.16,7233.19,0.917,6.075,3.1034,49.47,46.32,4.21,0,0,0,0,-2.798603232,-2.769850434
9.51,13.19,1.39,7244.59,0.842,2.878,4.9296,49.47,46.32,4.21,0,0,0,0,-3.233680074,-3.233437916
14.98,31.31,2.09,6650.6,0.902,4.851,3.2447,49.47,46.32,4.21,0,0,0,0,-2.985924489,-2.936444085
19.75,24.36,1.23,7301.63,0.916,5.87,3.1808,49.47,46.32,4.21,0,0,0,0,-2.839584346,-2.807220174
10.73,14.85,1.38,6726.47,0.833,2.669,5.4134,49.47,46.32,4.21,0,0,0,0,-3.288345568,-3.324160044
15.17,18.15,1.2,6506.65,0.866,3.467,5.0866,54.04,40.85,5.11,0,0,0,0,-3.129184343,-3.135962062
19.8,26.95,1.36,8051.47,0.94,8.16,2.4597,54.04,40.85,5.11,0,0,0,0,-2.710251864,-2.681122556
18.92,25.08,1.33,8051.22,0.927,6.824,2.8973,54.46,42.86,2.68,0,0,0,0,-2.748059943,-2.835699384
27.43,36.74,1.34,8996.59,0.963,13.788,1.5437,53.36,42.4,4.24,0,0,0,0,-2.444303069,-2.446359507
31,35.1,1.13,7922.76,0.954,10.939,1.9641,51.57,37.67,10.76,0,0,0,0,-2.502977657,-2.448105668
24.26,26.18,1.08,6436.77,0.909,5.208,3.6482,51.57,37.67,10.76,0,0,0,0,-2.895607564,-2.904707804
15.78,19.24,1.22,5921.02,0.864,3.3,4.9128,51.57,37.67,10.76,0,0,0,0,-3.212974212,-3.122703428
14.51,15.58,1.07,4841.32,0.819,2.348,6.2929,51.57,37.67,10.76,0,0,0,0,-3.301423556,-3.277200515
20.02,27.07,1.35,7774.2,0.938,7.72,2.5036,51.57,37.67,10.76,0,0,0,0,-2.679718583,-2.783513175
13.28,20.94,1.58,6545.9,0.892,3.956,4.0225,51.81,36.14,7.23,4.82,0,0,0,-3.080542112,-3.107223042
8.12,10.35,1.27,5898.97,0.799,1.967,6.61,51.81,36.14,7.23,4.82,0,0,0,-3.408890961,-3.40056127
24.01,25.5,1.06,5303.71,0.835,2.479,6.8915,51.81,36.14,7.23,4.82,0,0,0,-3.387535828,-3.367179508
8.32,11.07,1.33,6250.89,0.809,2.054,6.5073,51.81,36.14,7.23,4.82,0,0,0,-3.35367963,-3.429547866
8.71,10.92,1.25,5118.32,0.783,1.741,7.226,54.43,32.91,5.06,7.59,0,0,0,-3.451175888,-3.432991215
19.94,20.74,1.04,5299.74,0.883,3.572,4.7635,49.55,36.04,10.81,3.6,0,0,0,-3.061724467,-3.060386494
6.81,9.42,1.38,5220.61,0.772,1.661,6.5738,53.09,34.57,7.41,4.94,0,0,0,-3.447340906,-3.443156854
4.28,6.79,1.59,1305.75,0.641,0.876,11.9743,58.33,33.33,4.17,4.17,0,0,0,-4.553623187,-4.561533817
19.62,20.95,1.07,5160.57,0.878,3.295,5.765,49.55,32.43,7.21,10.81,0,0,0,-3.105624822,-3.105484095
6.94,8.83,1.27,4921.87,0.765,1.545,6.9123,53.09,32.1,4.94,9.88,0,0,0,-3.458326054,-3.447109644
8.72,10.5,1.2,4935.55,0.781,1.689,7.0103,53.09,32.1,4.94,9.88,0,0,0,-3.444724034,-3.410451534
12.48,21.32,1.71,6167.9,0.881,3.535,4.3506,45.26,37.89,12.63,4.21,0,0,0,-3.146048838,-3.108757194
12.53,20.8,1.66,6023.63,0.88,3.406,4.2221,49.43,32.18,4.6,13.79,0,0,0,-3.107028636,-3.0546212
14.39,19.81,1.38,6043.77,0.893,3.885,3.9212,49.43,32.18,4.6,13.79,0,0,0,-2.981329105,-3.019338888
23.8,25.24,1.06,4105.66,0.822,2.135,7.1308,49.43,32.18,4.6,13.79,0,0,0,-3.385643468,-3.429415461
22.05,25.64,1.16,7372.91,0.935,7.164,2.886,51.3,38.26,3.48,6.96,0,0,0,-2.699548876,-2.632302166
21.27,24.3,1.14,6770.24,0.899,4.43,4.6081,51.3,38.26,3.48,6.96,0,0,0,-2.995233109,-2.922527552
15.63,19.49,1.25,7169.39,0.907,4.896,3.7274,51.3,38.26,3.48,6.96,0,0,0,-2.981018383,-2.915723657
23.59,37.09,1.57,7023.97,0.92,5.842,3.5925,53.4,36.89,5.83,3.88,0,0,0,-2.743070203,-2.770709457
15.3,19.63,1.28,6903.95,0.916,5.521,3.2357,53.4,36.89,5.83,3.88,0,0,0,-2.796988959,-2.816839165
18.24,37.03,2.03,7623.96,0.935,6.954,3.3043,53.4,36.89,5.83,3.88,0,0,0,-2.715715213,-2.678890508
31.05,34.26,1.1,7518.04,0.952,10.012,2.335,53.4,36.89,5.83,3.88,0,0,0,-2.417454868,-2.492940712
20.28,25.54,1.26,6994.17,0.905,4.757,4.0843,53.4,36.89,5.83,3.88,0,0,0,-2.883581247,-2.961676729
14.11,17.5,1.24,6774.83,0.857,3.003,5.1568,53.4,36.89,5.83,3.88,0,0,0,-3.255945817,-3.239587784
20.35,32.1,1.58,7430.38,0.937,7.188,2.8502,51.4,37.38,7.48,3.74,0,0,0,-2.649976548,-2.76532536
12.93,20.64,1.6,7073.88,0.874,3.352,4.7919,51.4,37.38,7.48,3.74,0,0,0,-3.127917805,-3.188659946
22.72,26.89,1.18,7319.94,0.939,7.697,2.7211,51.4,37.38,7.48,3.74,0,0,0,-2.636322864,-2.655323385
20.75,32.14,1.55,7472.15,0.941,7.837,2.6697,55.56,36.36,4.04,4.04,0,0,0,-2.609647069,-2.768340759
12.4,21.89,1.76,6929.73,0.881,3.668,4.9029,55.56,36.36,4.04,4.04,0,0,0,-3.045975894,-3.159980399
23.87,26.9,1.13,7498.02,0.943,8.438,2.5821,55.56,36.36,4.04,4.04,0,0,0,-2.590815919,-2.605101653
15.62,18.24,1.17,6750.42,0.901,4.429,3.9215,53.09,34.57,4.94,7.41,0,0,0,-2.982082227,-3.00944853
8.68,12.93,1.49,5575.81,0.802,1.972,6.6938,53.09,34.57,4.94,7.41,0,0,0,-3.413894191,-3.385731196
22.41,26.45,1.18,7511.55,0.938,7.733,2.74,53.15,39.64,3.6,3.6,0,0,0,-2.608385454,-2.735655437
13.45,16.78,1.25,7190.48,0.876,3.612,4.4875,53.15,39.64,3.6,3.6,0,0,0,-3.169566341,-3.021178357
18.73,42.4,2.26,7250.05,0.944,8.307,2.5759,53.15,39.64,3.6,3.6,0,0,0,-2.62033412,-2.693806988
20.29,31.94,1.57,7100.62,0.936,6.958,2.8556,53.4,33.01,5.83,7.77,0,0,0,-2.654471417,-2.774319228
12.88,21.9,1.7,6362.39,0.87,3.234,5.1972,53.4,33.01,5.83,7.77,0,0,0,-3.163306747,-3.193909406
60.15,65.35,1.09,6885.25,0.954,10.031,2.1415,51.4,29.91,7.48,11.21,0,0,0,-2.389261312,-2.397869622
12.52,19.32,1.54,6177.96,0.864,2.918,5.1952,51.4,29.91,7.48,11.21,0,0,0,-3.185139576,-3.234983634
29.2,46.37,1.59,6900.58,0.949,8.678,2.4386,51.4,29.91,7.48,11.21,0,0,0,-2.466988476,-2.483072022
19.39,31.94,1.65,7012.63,0.932,6.523,3.143,53.15,34.23,5.41,7.21,0,0,0,-2.729877921,-2.75502853
21.92,25.7,1.17,7159.63,0.934,7.004,3.0381,53.15,34.23,5.41,7.21,0,0,0,-2.709284008,-2.721651905
18.1,42.68,2.36,7067.85,0.941,7.541,2.8666,53.15,34.23,5.41,7.21,0,0,0,-2.713085871,-2.593767887
19.77,32.05,1.62,7175.07,0.936,7.023,2.9642,53.4,33.01,5.83,7.77,0,0,0,-2.712717535,-2.668589898
23.69,26.4,1.11,7169.69,0.939,7.543,2.8585,53.4,33.01,5.83,7.77,0,0,0,-2.678084168,-2.645365562
18.55,30.97,1.67,6860.47,0.928,5.919,3.3864,47.83,31.3,10.43,10.43,0,0,0,-2.881550907,-2.708126402
13.6,17.71,1.3,6330.77,0.863,2.933,5.2509,47.83,31.3,10.43,10.43,0,0,0,-3.162970461,-3.206579066
12.83,20.83,1.62,6838,0.89,3.965,4.3957,52.94,37.65,4.71,4.71,0,0,0,-3.030667011,-3.062653241
15.32,19.66,1.28,7143.76,0.904,4.606,4.0847,52.94,37.65,4.71,4.71,0,0,0,-2.957924657,-2.962607765
8.14,11.89,1.46,6297.16,0.805,2.052,6.5231,52.94,37.65,4.71,4.71,0,0,0,-3.425096318,-3.415418902
20.4,31.81,1.56,7357.28,0.941,7.639,2.7427,53.68,33.68,8.42,4.21,0,0,0,-2.683968803,-2.743071549
22.55,25.73,1.14,7492.93,0.943,8.211,2.5242,53.68,33.68,8.42,4.21,0,0,0,-2.638937336,-2.538848384
17.62,21.11,1.2,6523.25,0.889,3.869,4.8424,53.68,33.68,8.42,4.21,0,0,0,-3.072882037,-3.100643377
19.48,31.38,1.61,7392.37,0.935,7.173,2.8744,51.4,37.38,7.48,3.74,0,0,0,-2.73074465,-2.763256209
23.27,26.93,1.16,7350.83,0.938,7.711,2.6885,51.4,37.38,7.48,3.74,0,0,0,-2.64812825,-2.738975478
16.04,19.29,1.2,6583.8,0.879,3.611,5.0329,51.4,37.38,7.48,3.74,0,0,0,-3.135916916,-3.134654757
9.57,14.78,1.54,6004.63,0.818,2.241,6.7482,51.4,37.38,7.48,3.74,0,0,0,-3.434689634,-3.425815433
22.52,27.62,1.23,7160.28,0.941,7.679,2.652,49.51,34.95,11.65,3.88,0,0,0,-2.625792563,-2.679330029
15.24,18.65,1.22,6698.51,0.881,3.596,4.6592,49.51,34.95,11.65,3.88,0,0,0,-3.044031821,-3.07438451
19.53,31.39,1.61,6793.13,0.931,6.17,3.0056,51.4,29.91,7.48,11.21,0,0,0,-2.809584669,-2.789862796
11.99,20.92,1.75,5924.88,0.861,2.853,5.3537,51.4,29.91,7.48,11.21,0,0,0,-3.21896222,-3.251480775
60.96,65.26,1.07,6954.61,0.956,9.909,2.2265,51.4,29.91,7.48,11.21,0,0,0,-2.461404949,-2.36217556
15.46,19.1,1.24,6642.91,0.907,4.485,3.5918,51.4,29.91,7.48,11.21,0,0,0,-2.857950514,-2.957315043
18.34,39.11,2.13,6915.69,0.94,7.085,2.728,51.4,29.91,7.48,11.21,0,0,0,-2.704395275,-2.590983458
12.13,21.06,1.74,6489.37,0.873,3.291,5.4052,55.56,32.32,8.08,4.04,0,0,0,-3.193579031,-3.167369367
21.68,25.82,1.19,7273.69,0.94,7.62,2.749,55.56,32.32,8.08,4.04,0,0,0,-2.678641302,-2.721509527
15.26,18.73,1.23,6404.6,0.88,3.569,4.4607,55.56,32.32,8.08,4.04,0,0,0,-3.100150498,-3.048195476
19.05,31.79,1.67,7237.36,0.934,6.842,3.15,54.29,34.29,7.62,3.81,0,0,0,-2.759209235,-2.713409915
12.46,19.19,1.54,6834.51,0.867,3.177,5.2137,54.29,34.29,7.62,3.81,0,0,0,-3.143961286,-3.22733671
21.61,26.2,1.21,7156.76,0.936,7.33,2.8258,54.29,34.29,7.62,3.81,0,0,0,-2.700912344,-2.657349675
20.05,43.37,2.16,7304.95,0.942,7.853,3.0309,54.29,34.29,7.62,3.81,0,0,0,-2.652095458,-2.592949713
18.97,31.93,1.68,7002.45,0.932,6.144,3.0945,49.51,27.18,11.65,11.65,0,0,0,-2.720970558,-2.703493003
12.07,20.36,1.69,6328.5,0.862,2.843,5.1745,49.51,27.18,11.65,11.65,0,0,0,-3.204574201,-3.16425892
12.84,15.44,1.2,6269.05,0.87,3.067,4.8309,49.51,27.18,11.65,11.65,0,0,0,-3.144085753,-3.151832713
29.08,46.71,1.61,6898.41,0.948,8.439,2.4703,49.51,27.18,11.65,11.65,0,0,0,-2.470327699,-2.542586542
19.37,31.05,1.6,6806.69,0.933,6.558,3.147,53.4,31.07,7.77,7.77,0,0,0,-2.746791489,-2.713811478
12.43,20.04,1.61,6344.88,0.867,3.047,5.4198,53.4,31.07,7.77,7.77,0,0,0,-3.133928286,-3.106415782
14.55,19.33,1.33,6491.54,0.909,4.814,3.6276,53.4,31.07,7.77,7.77,0,0,0,-2.747858518,-2.853985516
20.03,31.21,1.56,6910.85,0.938,7.027,2.9166,53.68,29.47,12.63,4.21,0,0,0,-2.702399292,-2.760343795
12.91,20.84,1.61,6390.46,0.873,3.272,5.1625,53.68,29.47,12.63,4.21,0,0,0,-3.161565946,-3.126911871
15.26,18.8,1.23,6368.83,0.881,3.542,4.5489,53.68,29.47,12.63,4.21,0,0,0,-3.04320825,-3.050691727
24.2,24.92,1.03,4987.17,0.827,2.259,7.3419,51.81,31.33,7.23,9.64,0,0,0,-3.457628189,-3.402423046
15.75,19.22,1.22,6520.23,0.9,4.171,4.0181,51.81,31.33,7.23,9.64,0,0,0,-2.976269826,-2.990616519
13.09,20.8,1.59,6182.91,0.869,3.106,5.4514,55.56,28.28,8.08,8.08,0,0,0,-3.133363846,-3.173980341
8.35,10.78,1.29,5552.1,0.794,1.846,7.0349,54.22,31.33,7.23,7.23,0,0,0,-3.375091879,-3.400377761
8.64,10.46,1.21,5081.44,0.779,1.643,7.8948,54.02,27.59,9.2,9.2,0,0,0,-3.482091956,-3.461731007
8.32,12.19,1.47,5026.46,0.801,1.935,5.6154,49.55,36.04,7.21,7.21,0,0,0,-3.243702087,-3.326411415
13.23,20.77,1.57,6060.92,0.88,3.533,4.3316,54.02,32.18,9.2,4.6,0,0,0,-3.139361239,-3.063000417
12.8,20.94,1.64,5754.44,0.874,3.366,4.2284,52.69,34.41,8.6,4.3,0,0,0,-3.130687068,-3.115818228
25.57,30.81,1.2,6571.96,0.929,6.298,3.5112,52.69,34.41,8.6,4.3,0,0,0,-2.741463193,-2.730721415
14.05,30.93,2.2,5658.77,0.893,3.996,3.7894,52.69,34.41,8.6,4.3,0,0,0,-3.072322375,-2.996319221
11.6,20.65,1.78,5960.89,0.871,3.277,4.6816,51.52,36.36,8.08,4.04,0,0,0,-3.158091445,-3.063373728
15.19,17.76,1.17,6393.79,0.889,3.824,4.5442,52.81,31.46,8.99,6.74,0,0,0,-3.01191239,-3.077015109
7.56,10.62,1.41,5099.45,0.778,1.673,7.5661,52.81,31.46,8.99,6.74,0,0,0,-3.499604565,-3.524896322
12.87,20.93,1.63,6550.29,0.884,3.812,4.0814,51.65,39.56,4.4,4.4,0,0,0,-3.060216213,-3.003795955
12.06,21.33,1.77,5718.52,0.873,3.272,4.5091,50.52,35.05,10.31,4.12,0,0,0,-3.054158668,-3.122378956
11.59,20.46,1.77,5823.93,0.851,2.783,5.7204,50.52,35.05,10.31,4.12,0,0,0,-3.274055827,-3.260392545
13.58,17.9,1.32,6346.49,0.873,3.436,5.0482,51.4,37.38,7.48,3.74,0,0,0,-3.155859928,-3.179098243
12.79,20.67,1.62,5656.65,0.872,3.25,4.4297,51.58,33.68,8.42,6.32,0,0,0,-3.091687297,-3.044684208
9.22,11.37,1.23,5854.23,0.811,2.064,6.0606,52,32,10.67,5.33,0,0,0,-3.312366799,-3.401227871
7.68,8.26,1.08,2937.83,0.707,1.17,9.1673,52,32,10.67,5.33,0,0,0,-3.78472435,-3.826952177
15.96,19.97,1.25,6964.18,0.908,4.694,3.6913,52,32,10.67,5.33,0,0,0,-2.902434669,-2.942788946
13.33,20.89,1.57,6558.63,0.889,3.89,4.1782,50.62,34.57,9.88,4.94,0,0,0,-2.997218011,-3.051501179
12.65,20.6,1.63,6791.51,0.884,3.714,4.4538,49.43,36.78,9.2,4.6,0,0,0,-3.059565754,-3.081351876
8.96,12.01,1.34,5534.49,0.804,1.957,6.2527,49.37,32.91,12.66,5.06,0,0,0,-3.417334043,-3.369443327
9.66,12.33,1.28,6146.35,0.848,2.691,4.8848,49.37,32.91,12.66,5.06,0,0,0,-3.220212733,-3.148221983
15.72,19.93,1.27,6910.77,0.906,4.479,4.1047,49.37,32.91,12.66,5.06,0,0,0,-3.023335895,-2.966287352
12.72,20.46,1.61,6551.82,0.888,3.76,4.3303,53.25,28.57,12.99,5.19,0,0,0,-2.990745718,-3.096494139
9.38,13.76,1.47,6636.46,0.842,2.556,5.1566,49.4,33.73,9.64,7.23,0,0,0,-3.156612065,-3.248454183
8.5,12.05,1.42,5234.04,0.796,1.87,6.6176,51.9,30.38,10.13,7.59,0,0,0,-3.419097611,-3.408208311
8.31,10.36,1.25,4770.35,0.778,1.666,6.952,54.43,25.32,15.19,5.06,0,0,0,-3.482095278,-3.477525636
14.33,18.6,1.3,6734.68,0.896,4.164,4.1679,49.4,33.73,9.64,7.23,0,0,0,-3.013678715,-3.051897828
12.72,20.59,1.62,6042.28,0.884,3.532,4.3007,50.62,29.63,9.88,9.88,0,0,0,-3.047173868,-3.007186036
12.66,20.5,1.62,6141.57,0.888,3.559,4.2798,49.37,27.85,12.66,10.13,0,0,0,-3.135445461,-2.988591337
8.69,11.07,1.27,5489.53,0.787,1.9,6.2284,51.65,39.56,4.4,4.4,0,0,0,-3.390662933,-3.343834523
13.07,16.17,1.24,6887.95,0.887,3.824,4.3925,47.25,35.16,8.79,8.79,0,0,0,-3.077315657,-3.100608287
12.19,20.54,1.69,6285.38,0.882,3.517,4.4722,49.4,31.33,12.05,7.23,0,0,0,-3.108003164,-3.044374433
24.67,25.09,1.02,4080.58,0.813,1.967,9.0434,49.43,27.59,9.2,13.79,0,0,0,-3.407386426,-3.572281851
6.95,8.26,1.19,4249.97,0.747,1.449,7.9293,46.39,37.11,12.37,4.12,0,0,0,-3.599240014,-3.666983488
8.68,11.62,1.34,5983.13,0.809,2.051,6.2776,52,32,10.67,5.33,0,0,0,-3.324937184,-3.314418328
32.94,51.86,1.57,6818.55,0.944,7.939,2.737,52,32,10.67,5.33,0,0,0,-2.56766178,-2.615985524
10.28,12.37,1.2,6178.57,0.855,2.837,4.5781,52,32,10.67,5.33,0,0,0,-3.079205787,-3.172753937
8.09,10.23,1.26,5837.77,0.8,1.944,6.6067,50.62,34.57,9.88,4.94,0,0,0,-3.433793782,-3.467086614
12.83,20.75,1.62,6354.83,0.882,3.591,4.4765,50.56,35.96,8.99,4.49,0,0,0,-3.122947935,-3.058086237
8.65,12.4,1.43,5609.67,0.819,2.246,5.1509,46.53,39.6,7.92,5.94,0,0,0,-3.241795319,-3.207174079
13.52,20.62,1.52,6555.81,0.895,4.08,3.8719,52,32,10.67,5.33,0,0,0,-2.936160645,-3.057814312
9.02,13.08,1.45,5702.37,0.81,2.066,6.0757,52,32,10.67,5.33,0,0,0,-3.339992338,-3.30836343
10.52,13.74,1.31,6868.64,0.857,2.845,4.8103,52,32,10.67,5.33,0,0,0,-3.131762381,-3.135736518
5.04,8.03,1.59,3910.64,0.713,1.183,9.9929,52,32,10.67,5.33,0,0,0,-3.631271384,-3.671008781
13.41,20.84,1.55,6633.34,0.891,3.897,4.1501,50.62,34.57,9.88,4.94,0,0,0,-2.989276392,-3.149743693
13.85,20.42,1.47,6568.99,0.894,3.901,4.1252,49.37,32.91,12.66,5.06,0,0,0,-3.027183734,-3.133934068
14.53,17.71,1.22,5540.46,0.882,3.249,4.3101,50.59,23.53,11.76,4.71,0,7.06,2.35,-3.081845484,-3.070653492
9.02,11.19,1.24,5912.66,0.81,2.104,6.4076,54.43,35.44,5.06,5.06,0,0,0,-3.342368273,-3.415957503
14.64,18.49,1.26,6681.33,0.899,4.272,4.0049,51.81,33.73,4.82,9.64,0,0,0,-2.956088179,-3.092835431
9.13,13.7,1.5,5160.29,0.797,1.893,6.7982,51.81,33.73,4.82,9.64,0,0,0,-3.347457631,-3.411592433
24.04,25.41,1.06,4573.53,0.831,2.352,6.5938,51.81,33.73,4.82,9.64,0,0,0,-3.430101846,-3.444529327
15.9,19.59,1.23,7244,0.914,5.307,3.5568,55.14,37.38,3.74,3.74,0,0,0,-2.888512132,-2.863796574
24.96,32.81,1.31,6953.78,0.933,7.022,3.0916,51.65,39.56,4.4,4.4,0,0,0,-2.753214582,-2.713134566
15.74,22.24,1.41,6218.4,0.865,3.255,5.6124,51.65,39.56,4.4,4.4,0,0,0,-3.175310106,-3.148299102
11.27,13.74,1.22,5852.17,0.798,2.001,7.125,51.65,39.56,4.4,4.4,0,0,0,-3.488152589,-3.451880816
10,12.82,1.28,6424.03,0.838,2.625,5.4278,51.65,39.56,4.4,4.4,0,0,0,-3.257022564,-3.297158748
5.28,6.24,1.18,2686.83,0.676,1.059,10.8229,51.65,39.56,4.4,4.4,0,0,0,-4.04219636,-4.07716276
6.73,12.22,1.82,5151.12,0.771,1.674,9.0822,59.06,34.65,3.15,3.15,0,0,0,-3.575200002,-3.497675989
25.72,27.88,1.08,7679.76,0.938,7.838,2.6774,51.76,38.19,8.04,2.01,0,0,0,-2.60489904,-2.638013527
16.78,18.58,1.11,6385.25,0.876,3.66,4.6844,51.76,38.19,8.04,2.01,0,0,0,-3.03754467,-3.134201492
11.44,12.73,1.11,5228.84,0.816,2.271,6.6982,51.76,38.19,8.04,2.01,0,0,0,-3.425052874,-3.493455003
18.74,30.65,1.64,7051.46,0.912,5.124,4.0531,54.82,35.88,5.32,3.99,0,0,0,-2.880964141,-2.964811542
9.06,13.01,1.43,6949.85,0.837,2.594,5.4361,51.76,38.19,8.04,2.01,0,0,0,-3.315911877,-3.218668162
11.38,17.62,1.55,7665.77,0.879,3.7,4.5338,54.98,38.1,5.19,1.73,0,0,0,-3.127456501,-3.144755962
40.5,49.43,1.22,8896.25,0.972,18.891,1.299,54.12,40.14,4.3,1.43,0,0,0,-2.264376293,-2.226269353
28.67,30.6,1.07,6970.5,0.919,5.951,3.5222,54.12,40.14,4.3,1.43,0,0,0,-2.701839202,-2.818867964
20.02,23.77,1.19,6722.72,0.892,4.331,4.2719,54.12,40.14,4.3,1.43,0,0,0,-3.044739425,-2.978043229
18.69,19.7,1.05,6436.78,0.864,3.357,4.9921,54.12,40.14,4.3,1.43,0,0,0,-3.1668224,-3.205259205
18.62,27.42,1.47,8608.46,0.924,6.457,3.2149,54.12,40.14,4.3,1.43,0,0,0,-2.78391601,-2.791188411
15.44,19.67,1.27,8532.62,0.887,4.133,4.178,54.12,40.14,4.3,1.43,0,0,0,-2.96137043,-3.107828082
30.46,35.21,1.16,7677.59,0.956,10.725,2.0676,52.51,34.7,10.96,1.83,0,0,0,-2.455846349,-2.452600343
24.53,26.79,1.09,6207.16,0.911,5.114,3.9187,52.51,34.7,10.96,1.83,0,0,0,-2.884424352,-2.843865954
14.82,15.79,1.07,4781.33,0.823,2.309,6.3593,52.51,34.7,10.96,1.83,0,0,0,-3.328117617,-3.293493253
21.5,34.77,1.62,7022.59,0.928,6.361,3.2098,55.14,33.64,7.48,3.74,0,0,0,-2.743731268,-2.715282393
19.95,27.02,1.35,7593.76,0.938,7.491,2.6814,52.51,34.7,10.96,1.83,0,0,0,-2.64373014,-2.706844705
18.23,20,1.1,6456.57,0.872,3.509,5.1918,57.23,35.84,4.62,2.31,0,0,0,-3.079081364,-3.056610416
9.5,11.23,1.18,5356.39,0.784,1.799,6.9952,56.39,34.59,6.02,3.01,0,0,0,-3.441054662,-3.366459139
4.3,6.7,1.56,1702.91,0.664,0.99,11.7924,60.87,34.78,4.35,0,0,0,0,-4.191271504,-4.169248523
9.72,11.51,1.18,4433.82,0.751,1.498,9.595,62.62,33.64,3.74,0,0,0,0,-3.674438982,-3.626121169
44.75,76.52,1.71,7977.94,0.966,14.522,1.8718,55.56,38.38,6.06,0,0,0,0,-2.285958807,-2.284885093
28.73,36.2,1.26,9294.15,0.966,15.035,1.5812,63.35,35.06,1.59,0,0,0,0,-2.334954768,-2.368427679
11.08,11.75,1.06,4321.21,0.765,1.637,10.0014,59.6,36.36,4.04,0,0,0,0,-3.604361439,-3.612139747
3.91,6.84,1.75,1647.08,0.655,0.926,11.9068,58.33,33.33,4.17,4.17,0,0,0,-4.228927522,-4.211880638
19.04,24.88,1.31,8030.53,0.927,6.684,3.0739,54.05,42.34,3.6,0,0,0,0,-2.844304249,-2.783424079
