PLD (Å),LCD (Å),LCD/PLD,Sacc (m2/g),Porosity,Pore Volume (cm3/g),Qst-CO2 (kJ/mol),%C,%H,%N,%O,%Metalloid,%Halogen,%Ametal,LOG(DCO2 - INF),LOG(DCO2 - 1 bar)
43.28,44.3,1.02,7566.13,0.945,8.355,5.509,46.43,35.71,17.86,0,0,0,0,-2.819355772,-2.838991839
23.7,30.74,1.3,7672.05,0.936,7.192,5.7564,46.43,35.71,17.86,0,0,0,0,-2.977215012,-2.991841297
21.95,52.31,2.38,7616.21,0.944,8.12,5.5715,46.43,35.71,17.86,0,0,0,0,-2.842937953,-2.851515688
23.02,25.3,1.1,7723.19,0.944,8.465,6.1108,46.43,35.71,17.86,0,0,0,0,-2.876039987,-2.943142964
24.28,29.74,1.22,7536.54,0.94,8.048,5.588,46.43,35.71,17.86,0,0,0,0,-2.924837225,-2.923956286
12.18,21.41,1.76,7230.6,0.883,3.776,9.126,46.43,35.71,17.86,0,0,0,0,-3.363466785,-3.380922907
29.51,40.2,1.36,6945.46,0.944,8.081,8.2461,51.61,32.26,16.13,0,0,0,0,-2.984091276,-2.94013573
15.48,21.56,1.39,6313.51,0.887,3.799,11.0898,51.61,32.26,16.13,0,0,0,0,-3.51127666,-3.488707943
17.3,23.27,1.35,7558.92,0.926,6.062,6.8063,51.61,32.26,16.13,0,0,0,0,-3.196931335,-3.086979091
18.28,20.17,1.1,7524.73,0.92,5.699,7.0785,51.61,32.26,16.13,0,0,0,0,-3.133621061,-3.127071465
22.8,26.32,1.15,6788.37,0.933,6.954,6.9987,51.61,32.26,16.13,0,0,0,0,-3.102884276,-3.047449415
12.86,19.76,1.54,6433.77,0.87,3.243,8.926,51.61,32.26,16.13,0,0,0,0,-3.422474917,-3.368698987
23.63,26.56,1.12,7148.72,0.912,4.924,8.0785,51.61,32.26,16.13,0,0,0,0,-3.147070978,-3.241568974
29.62,40.12,1.35,7573.85,0.951,9.221,5.822,44.44,33.33,22.22,0,0,0,0,-2.770592168,-2.783683607
15.69,21.34,1.36,6887.5,0.901,4.37,8.1537,44.44,33.33,22.22,0,0,0,0,-3.296447797,-3.280572501
20.35,24.99,1.23,7458.4,0.937,6.98,5.788,44.44,33.33,22.22,0,0,0,0,-2.93203867,-3.038154828
20.26,29.69,1.47,6818.25,0.91,4.86,9.954,44.44,33.33,22.22,0,0,0,0,-3.3557528,-3.334997672
26.57,29.8,1.12,7505.75,0.946,8.403,5.6487,44.44,33.33,22.22,0,0,0,0,-2.85274418,-2.866165866
10.07,15.47,1.54,6740.79,0.839,2.484,11.0863,44.44,33.33,22.22,0,0,0,0,-3.488845479,-3.542535258
24.17,29.11,1.2,7360.51,0.94,7.883,5.4541,44.44,33.33,22.22,0,0,0,0,-2.842295182,-2.981536489
18.56,24.77,1.33,7407.37,0.929,6.255,6.2779,46.67,33.33,16.67,3.33,0,0,0,-3.057302282,-3.158450356
32.52,37.76,1.16,7419.02,0.939,7.398,6.0837,46.67,33.33,16.67,3.33,0,0,0,-3.014838909,-2.989250323
27.08,35.71,1.32,6794.74,0.923,5.853,7.5568,46.67,33.33,16.67,3.33,0,0,0,-3.118996424,-3.08281535
22.8,28.58,1.25,7304.9,0.933,6.661,6.322,46.67,33.33,16.67,3.33,0,0,0,-2.961901854,-3.017205777
29.13,39.17,1.34,8057.66,0.952,10.076,5.7096,51.85,37.04,11.11,0,0,0,0,-2.758330274,-2.814053184
22.25,27.58,1.24,7871.78,0.939,7.724,5.4823,51.85,37.04,11.11,0,0,0,0,-2.916509238,-2.919708026
13.31,21.86,1.64,6002.07,0.877,3.609,8.6527,51.85,37.04,11.11,0,0,0,0,-3.364243976,-3.378244047
18.53,22.75,1.23,7970.99,0.932,7.085,5.8342,51.85,37.04,11.11,0,0,0,0,-3.046036894,-2.939968468
20.2,20.77,1.03,7276.35,0.884,3.819,8.322,51.85,37.04,11.11,0,0,0,0,-3.323607598,-3.273245594
23.7,29.48,1.24,7987.68,0.942,8.6,5.3038,51.85,37.04,11.11,0,0,0,0,-2.885403273,-2.946347429
16.96,19.73,1.16,7496.45,0.886,4.047,8.5175,51.85,37.04,11.11,0,0,0,0,-3.254081305,-3.359272857
28.61,38.13,1.33,7527.9,0.948,8.851,6.3177,48.28,34.48,10.34,6.9,0,0,0,-2.896799768,-2.863159991
21.05,26.58,1.26,7377.83,0.932,6.681,6.1953,48.28,34.48,10.34,6.9,0,0,0,-3.01199604,-3.071721193
18.29,22.35,1.22,7328.9,0.927,6.218,6.4424,48.28,34.48,10.34,6.9,0,0,0,-3.104744146,-3.090785921
9.93,13.25,1.33,6813.34,0.833,2.375,11.3336,48.28,34.48,10.34,6.9,0,0,0,-3.580546337,-3.575184108
24.91,30.22,1.21,7474.05,0.938,7.306,6.2818,48.28,34.48,10.34,6.9,0,0,0,-3.061501765,-3.040337346
23.46,29.65,1.26,7327.89,0.938,7.571,5.9856,48.28,34.48,10.34,6.9,0,0,0,-3.047529859,-2.99074436
14.46,17.99,1.24,7071.36,0.879,3.549,8.1538,48.28,34.48,10.34,6.9,0,0,0,-3.285512234,-3.336395266
28.26,31.45,1.11,7238.34,0.924,6.081,10.1275,53.66,39.02,7.32,0,0,0,0,-3.289248779,-3.241012916
12.34,17.36,1.41,6757.6,0.846,2.784,12.3971,53.66,39.02,7.32,0,0,0,0,-3.579186213,-3.636632618
23.85,25.01,1.05,7750.8,0.926,6.491,7.976,53.66,39.02,7.32,0,0,0,0,-3.169005449,-3.118808833
29.61,39.72,1.34,7621.09,0.946,8.959,6.8259,48.48,42.42,9.09,0,0,0,0,-2.90765004,-2.902730719
19.08,24.36,1.28,8159.8,0.928,6.738,6.5369,48.48,42.42,9.09,0,0,0,0,-3.081857385,-3.147017483
17.6,21.73,1.23,7867.24,0.922,6.287,6.6601,48.48,42.42,9.09,0,0,0,0,-3.137699925,-3.109355615
27,35.57,1.32,7293.97,0.923,6.293,8.2101,48.48,42.42,9.09,0,0,0,0,-3.164245956,-3.169034566
22.84,27.8,1.22,7937.27,0.932,7.167,6.5989,48.48,42.42,9.09,0,0,0,0,-3.068713074,-3.099323287
11.35,20.71,1.82,6035.94,0.847,2.727,12.8559,52.17,34.78,13.04,0,0,0,0,-3.738699489,-3.761948118
9.33,12.99,1.39,5420.55,0.8,2.024,12.986,55.56,35.19,9.26,0,0,0,0,-3.638114537,-3.699764292
8.95,11.19,1.25,4137.1,0.753,1.512,16.5906,53.85,34.62,11.54,0,0,0,0,-3.966009686,-3.963144153
18.73,21.42,1.14,6106.57,0.908,4.313,8.0623,42.42,24.24,15.15,18.18,0,0,0,-3.247731287,-3.268142515
8.87,13.91,1.57,5172.13,0.816,1.938,12.3739,42.42,24.24,15.15,18.18,0,0,0,-3.685561922,-3.664955284
6.86,9.04,1.32,5946.12,0.778,1.811,12.4244,50.59,42.35,7.06,0,0,0,0,-3.720600063,-3.686013102
8.36,10.31,1.23,5628.69,0.792,1.978,13.4665,50.59,42.35,7.06,0,0,0,0,-3.853435106,-3.793486552
6.81,9.42,1.38,5220.61,0.772,1.661,12.801,53.09,34.57,7.41,4.94,0,0,0,-3.779742567,-3.728226459
6.06,8.64,1.43,5511.59,0.754,1.56,13.0401,51.9,40.51,7.59,0,0,0,0,-3.574472517,-3.655796627
8.98,10.71,1.19,4889.2,0.792,1.795,12.469,46.67,33.33,13.33,6.67,0,0,0,-3.532217422,-3.593654792
19.73,21.03,1.07,5251.19,0.816,2.238,13.8354,35.9,46.15,17.95,0,0,0,0,-3.744276713,-3.768539922
22.85,23.52,1.03,6654.11,0.912,4.856,7.7695,37.84,37.84,18.92,5.41,0,0,0,-3.344039405,-3.245975917
20.17,23.01,1.14,6411.14,0.914,4.703,7.8802,42.42,30.3,9.09,18.18,0,0,0,-3.159033546,-3.202319675
19.55,20.45,1.05,5081.54,0.803,2.226,15.199,41.86,51.16,6.98,0,0,0,0,-3.990087263,-3.926174381
28.23,29.51,1.05,5470.45,0.848,2.925,12.721,44.9,44.9,6.12,4.08,0,0,0,-3.618445481,-3.696235471
21.82,22.55,1.03,8427.35,0.944,8.874,4.744,46.51,44.19,9.3,0,0,0,0,-2.846462113,-2.892861531
20.4,22.07,1.08,6319.54,0.89,4.183,11.35,46.51,44.19,9.3,0,0,0,0,-3.406515416,-3.413425648
20.37,21.84,1.07,7558.64,0.941,7.85,5.577,46.51,37.21,11.63,4.65,0,0,0,-2.950140451,-2.970512459
18.87,19.8,1.05,5799.12,0.868,3.048,12.6468,40.82,36.73,14.29,8.16,0,0,0,-3.62847094,-3.608380207
25,48.79,1.95,7051.49,0.952,9.186,5.3512,42.55,29.79,14.89,12.77,0,0,0,-2.760361078,-2.797631398
20.59,22.1,1.07,7296.93,0.933,6.663,5.8778,40.82,36.73,14.29,8.16,0,0,0,-3.004142055,-3.020244752
25.97,27.69,1.07,8047.46,0.874,3.671,9.4609,48.78,43.9,7.32,0,0,0,0,-3.418896597,-3.425670517
30.09,32.55,1.08,7833.91,0.951,9.845,5.2875,51.28,35.9,7.69,5.13,0,0,0,-2.784798291,-2.870829793
19.44,22.47,1.16,7251.64,0.902,4.67,8.9733,51.28,35.9,7.69,5.13,0,0,0,-3.303932012,-3.292878726
21.27,22.93,1.08,6748,0.923,5.576,6.7792,46.67,33.33,10,10,0,0,0,-3.125344648,-3.075410166
20.63,21.87,1.06,8535.77,0.939,8.404,5.0779,46.81,46.81,6.38,0,0,0,0,-2.960058188,-2.938850492
28.39,49.69,1.75,8404.44,0.958,12.496,3.8464,46.81,46.81,6.38,0,0,0,0,-2.584417267,-2.695912779
28.29,36.87,1.3,7825.05,0.917,5.979,6.582,46.81,46.81,6.38,0,0,0,0,-3.029131768,-3.088571638
27.61,49.86,1.81,7869.33,0.958,11.657,4.8218,48.89,40,6.67,4.44,0,0,0,-2.743642121,-2.763669664
26.81,36.03,1.34,7424.51,0.916,5.574,8.0904,48.89,40,6.67,4.44,0,0,0,-3.197140289,-3.177083818
19.37,21.17,1.09,7817.13,0.933,7.232,6.3665,47.06,43.14,5.88,3.92,0,0,0,-3.008712396,-3.058280771
26.45,48.96,1.85,7181.07,0.955,9.833,4.968,46.51,27.91,11.63,13.95,0,0,0,-2.66679617,-2.783733163
25.16,33.42,1.33,6818.45,0.909,4.679,8.5761,46.51,27.91,11.63,13.95,0,0,0,-3.279960894,-3.298678711
19.55,21.1,1.08,7178.47,0.937,6.68,6.0058,46.51,27.91,11.63,13.95,0,0,0,-2.941139222,-3.036588219
18.35,20.06,1.09,6410.86,0.875,3.119,9.8517,46.51,27.91,11.63,13.95,0,0,0,-3.463430855,-3.50892717
22.12,23.42,1.06,7595.57,0.937,7.102,5.7106,44.44,35.56,11.11,8.89,0,0,0,-3.090170931,-3.057891471
21.23,22.06,1.04,5930.33,0.875,3.314,11.7443,44.44,35.56,11.11,8.89,0,0,0,-3.453001029,-3.543135264
24.56,48.19,1.96,6817.56,0.949,8.447,5.1585,40.82,28.57,14.29,16.33,0,0,0,-2.812320946,-2.768967235
17.72,18.11,1.02,5560.96,0.854,2.498,11.0496,42.55,21.28,14.89,21.28,0,0,0,-3.586061594,-3.584042599
20.17,21.6,1.07,7681.01,0.934,6.637,6.1048,40.82,36.73,14.29,8.16,0,0,0,-3.11998133,-3.074056299
19.66,20.12,1.02,6714.08,0.869,3.087,10.9044,40.82,36.73,14.29,8.16,0,0,0,-3.558443771,-3.564025379
20.2,22.23,1.1,6942.48,0.92,5.591,6.9254,46.88,37.5,9.38,6.25,0,0,0,-3.114231355,-3.143053317
11.92,15.65,1.31,6017.1,0.838,2.548,11.4235,46.88,37.5,9.38,6.25,0,0,0,-3.567000556,-3.606593531
23.15,23.37,1.01,7334.48,0.917,5.611,6.8624,46.88,37.5,9.38,6.25,0,0,0,-3.120928686,-3.210368449
22.32,23.32,1.04,8324.6,0.947,9.165,4.6574,46.15,41.03,12.82,0,0,0,0,-2.778756568,-2.869158656
22.26,23.23,1.04,7535.05,0.947,8.5,5.3349,48.65,32.43,13.51,5.41,0,0,0,-2.821630975,-2.941504732
21.77,22.88,1.05,6307.09,0.894,4.016,11.6827,48.65,32.43,13.51,5.41,0,0,0,-3.375881004,-3.454617984
21.14,22.78,1.08,5420.24,0.842,2.521,14.0237,48.65,32.43,13.51,5.41,0,0,0,-3.759723751,-3.810414403
22.35,25.64,1.15,6534.19,0.907,4.608,10.5003,48.65,32.43,13.51,5.41,0,0,0,-3.325413283,-3.307365622
16.56,19.32,1.17,6072.5,0.861,2.914,13.1071,48.65,32.43,13.51,5.41,0,0,0,-3.562978588,-3.596571086
19.49,22.22,1.14,7117.58,0.903,4.571,8.7761,48.65,32.43,13.51,5.41,0,0,0,-3.333349886,-3.29699935
10.06,19.32,1.92,6444.73,0.855,2.886,12.2313,48.65,32.43,13.51,5.41,0,0,0,-3.650252929,-3.543086467
23.18,23.91,1.03,8379.29,0.941,8.332,4.8148,44.44,44.44,11.11,0,0,0,0,-2.984551584,-2.915205269
12.37,18.23,1.47,7405,0.884,3.915,7.5437,44.44,44.44,11.11,0,0,0,0,-3.242452402,-3.351390966
22.88,23.96,1.05,7635.57,0.94,7.784,5.5431,46.51,37.21,11.63,4.65,0,0,0,-2.968851537,-2.945900567
12.76,18.21,1.43,7121.19,0.882,3.65,8.2583,46.51,37.21,11.63,4.65,0,0,0,-3.335883305,-3.320675867
21.24,22.74,1.07,7358.04,0.937,7.185,6.7795,48.89,35.56,11.11,4.44,0,0,0,-3.053975561,-3.046516666
20.77,21.52,1.04,6317.4,0.876,3.36,12.0991,48.89,35.56,11.11,4.44,0,0,0,-3.617045572,-3.623892943
29.05,31.85,1.1,7515.78,0.943,8.16,6.5848,48.89,35.56,11.11,4.44,0,0,0,-3.056942184,-2.973734855
14.76,18.91,1.28,6970.29,0.887,3.837,9.8153,48.89,35.56,11.11,4.44,0,0,0,-3.38770594,-3.435258113
19.28,21.18,1.1,7507.73,0.936,6.9,5.7205,44.44,35.56,11.11,8.89,0,0,0,-3.070203218,-3.041003963
17.99,19.53,1.09,6644.3,0.873,3.219,10.5027,44.44,35.56,11.11,8.89,0,0,0,-3.547270658,-3.461991218
19.29,21.19,1.1,6964.88,0.935,6.53,6.0434,46.51,27.91,11.63,13.95,0,0,0,-3.060059724,-3.061510732
17.88,18.75,1.05,6438.61,0.872,3.044,10.4692,46.51,27.91,11.63,13.95,0,0,0,-3.522735123,-3.535223631
21.96,22.98,1.05,6343.02,0.887,3.659,10.3133,51.28,30.77,12.82,5.13,0,0,0,-3.346768204,-3.43205665
27.33,30.07,1.1,7201.26,0.949,8.842,5.4524,51.28,30.77,12.82,5.13,0,0,0,-2.823399316,-2.839835385
16.87,20.48,1.21,6905.22,0.897,4.18,9.6953,51.28,30.77,12.82,5.13,0,0,0,-3.282076291,-3.326086178
20.04,21.35,1.07,8083.06,0.941,7.956,5.7238,47.73,40.91,11.36,0,0,0,0,-2.934909732,-2.966347999
27.76,31.88,1.15,7475.39,0.945,8.442,5.9899,50,33.33,11.9,4.76,0,0,0,-2.868849004,-2.992681172
18.6,20.78,1.12,7566.96,0.938,6.897,5.5911,41.86,32.56,16.28,9.3,0,0,0,-3.020415768,-3.053529296
16.86,19,1.13,6619.44,0.876,3.222,10.2637,41.86,32.56,16.28,9.3,0,0,0,-3.475983288,-3.515417913
22.23,23.37,1.05,7666.01,0.94,7.546,5.8221,46.51,37.21,11.63,4.65,0,0,0,-2.972844362,-3.002050859
21.54,22.75,1.06,6549.04,0.881,3.537,10.5183,46.51,37.21,11.63,4.65,0,0,0,-3.41519937,-3.465821238
15.88,19.4,1.22,6739.05,0.891,3.799,10.1796,48.78,29.27,12.2,9.76,0,0,0,-3.35822559,-3.367449299
22.16,23.13,1.04,7698.82,0.945,8.275,5.0774,46.15,35.9,17.95,0,0,0,0,-2.905581889,-2.886383941
21.37,22.8,1.07,6631.17,0.891,3.901,10.0833,46.15,35.9,17.95,0,0,0,0,-3.40616541,-3.430077555
18.65,22,1.18,6494.26,0.899,4.151,9.867,48.65,27.03,18.92,5.41,0,0,0,-3.285091862,-3.316437999
18.03,20.35,1.13,5552.92,0.824,2.323,13.7788,42.42,39.39,12.12,6.06,0,0,0,-3.857704929,-3.821733416
26.58,31.88,1.2,7154.94,0.946,8.172,5.6127,51.28,25.64,12.82,10.26,0,0,0,-2.874939711,-2.903440926
15.93,20.09,1.26,6721.9,0.891,3.852,8.8663,51.28,25.64,12.82,10.26,0,0,0,-3.286951015,-3.303386948
12.97,15.42,1.19,5367.82,0.833,2.319,13.9809,48.39,29.03,12.9,9.68,0,0,0,-3.748260566,-3.748987628
13.43,17.93,1.34,6965.1,0.889,3.748,10.0512,46.15,30.77,12.82,10.26,0,0,0,-3.451545732,-3.46996861
15.61,18.76,1.2,6842.34,0.887,3.711,10.2633,44.44,35.56,11.11,8.89,0,0,0,-3.401730254,-3.446306991
19.52,22.24,1.14,6885.02,0.911,4.862,8.0456,48.48,30.3,15.15,6.06,0,0,0,-3.295917253,-3.252471464
23.21,23.4,1.01,6952.91,0.91,4.888,7.5641,48.48,30.3,15.15,6.06,0,0,0,-3.204188487,-3.260390259
18.52,20.4,1.1,4298.96,0.804,2.104,17.8072,44.74,42.11,13.16,0,0,0,0,-4.310177793,-4.010430674
19.97,23.25,1.16,7321.69,0.914,5.296,8.0469,45.71,40,8.57,5.71,0,0,0,-3.181859679,-3.23327191
10.3,14.57,1.41,6094.43,0.828,2.4,12.7288,45.71,40,8.57,5.71,0,0,0,-3.64927958,-3.702158199
19.31,21.15,1.1,3653.69,0.795,1.972,19.5348,42.5,42.5,15,0,0,0,0,-4.632797914,-4.071290429
16.84,18.88,1.12,6911.85,0.902,4.381,8.9363,44.74,34.21,15.79,5.26,0,0,0,-3.326316129,-3.30631147
13.6,18.29,1.34,7194.37,0.884,3.746,9.2549,46.51,37.21,11.63,4.65,0,0,0,-3.351452853,-3.357750429
13.8,18.76,1.36,7126.9,0.896,4.068,8.552,45.95,32.43,13.51,8.11,0,0,0,-3.305648202,-3.346506426
16.1,18.58,1.15,6778.16,0.904,4.394,8.6837,45.95,32.43,13.51,8.11,0,0,0,-3.301658958,-3.294090917
23.38,23.52,1.01,6659.21,0.898,4.047,8.5646,45.95,27.03,13.51,13.51,0,0,0,-3.355504858,-3.334805626
9.74,14.63,1.5,5552.29,0.82,2.079,12.802,47.06,29.41,14.71,8.82,0,0,0,-3.604918316,-3.665289343
24.86,25.13,1.01,6963.62,0.927,5.845,6.1917,44.44,29.63,18.52,7.41,0,0,0,-3.03626021,-3.115946848
17.83,19.78,1.11,6068.94,0.824,2.43,13.054,40,45.71,14.29,0,0,0,0,-3.72785633,-3.789265161
18.84,21.2,1.12,7264.67,0.915,5.157,7.7419,42.42,36.36,15.15,6.06,0,0,0,-3.202888141,-3.21897503
17.72,20.08,1.13,6581.52,0.844,2.631,10.987,38.71,41.94,19.35,0,0,0,0,-3.555520388,-3.662558135
19.95,23.44,1.17,7021.56,0.922,5.424,6.869,41.38,31.03,20.69,6.9,0,0,0,-3.116400404,-3.15898341
14.68,19.09,1.3,7057.75,0.915,4.883,6.8924,46.43,25,21.43,7.14,0,0,0,-3.202718668,-3.177264405
18.59,21.82,1.17,6565.94,0.919,5.245,6.5285,46.43,25,21.43,7.14,0,0,0,-3.124949476,-3.144984194
17.7,20,1.13,6033.73,0.837,2.475,11.5271,41.94,38.71,16.13,3.23,0,0,0,-3.603345502,-3.650381715
20.98,21.51,1.03,6793.06,0.914,4.837,7.2172,48.28,20.69,24.14,6.9,0,0,0,-3.133834728,-3.194629864
17.85,20.19,1.13,5696.81,0.829,2.421,12.8736,39.39,42.42,15.15,3.03,0,0,0,-3.775447323,-3.802126654
18.37,21.69,1.18,6823.81,0.916,5.1,7.1491,41.94,32.26,16.13,9.68,0,0,0,-3.178656325,-3.1341439
17.78,20.11,1.13,5617.41,0.827,2.29,13.6632,40.63,37.5,15.63,6.25,0,0,0,-3.736978567,-3.810205319
18.3,20.52,1.12,6785.88,0.917,4.882,7.3191,43.33,26.67,16.67,13.33,0,0,0,-3.273825143,-3.192611094
9.34,13.81,1.48,5815.77,0.832,2.215,11.4447,43.33,26.67,16.67,13.33,0,0,0,-3.605862627,-3.593827482
17.68,19.65,1.11,5759.59,0.833,2.308,11.9437,38.71,35.48,19.35,6.45,0,0,0,-3.735514863,-3.701249256
17.46,19.91,1.14,7096.7,0.913,4.887,7.5913,43.75,31.25,15.63,9.38,0,0,0,-3.145395563,-3.216235758
17.82,20.16,1.13,4176.42,0.81,2.116,15.1315,37.84,43.24,13.51,5.41,0,0,0,-3.920744071,-3.918567107
13.32,18.39,1.38,7795.51,0.892,4.162,7.5522,37.84,43.24,13.51,5.41,0,0,0,-3.328796397,-3.307865076
18.29,20.13,1.1,6780.34,0.907,4.568,7.7333,40,34.29,14.29,11.43,0,0,0,-3.254200016,-3.274711512
17.65,20.79,1.18,6614.11,0.91,4.609,7.5901,42.42,30.3,15.15,12.12,0,0,0,-3.218119218,-3.245924418
9.95,14.42,1.45,5553.28,0.819,2.075,13.4851,42.42,30.3,15.15,12.12,0,0,0,-3.696977456,-3.724862424
17.83,20.02,1.12,4176.8,0.801,2.014,15.3344,39.47,42.11,13.16,5.26,0,0,0,-3.927355572,-4.001685997
17.54,20.62,1.18,6347.68,0.905,4.388,7.9621,41.67,33.33,13.89,11.11,0,0,0,-3.248351072,-3.272416697
22.49,25.14,1.12,7013.19,0.927,5.81,6.3716,44.44,29.63,18.52,7.41,0,0,0,-3.113582431,-3.091047828
13.03,15.21,1.17,5789.41,0.853,2.673,11.9017,44.44,29.63,18.52,7.41,0,0,0,-3.599871283,-3.55547927
17.86,20.21,1.13,5612.4,0.829,2.431,12.8061,39.39,42.42,15.15,3.03,0,0,0,-3.746545346,-3.76035779
18.64,20.59,1.1,6721.52,0.917,5.16,6.8586,41.94,32.26,16.13,9.68,0,0,0,-3.084897776,-3.168782072
11.28,15.37,1.36,5835.31,0.834,2.345,11.519,41.94,32.26,16.13,9.68,0,0,0,-3.602750374,-3.594256996
18.06,20.74,1.15,6820.51,0.91,4.917,7.5184,44.12,35.29,14.71,5.88,0,0,0,-3.178629338,-3.17498684
16.88,19.81,1.17,6989.09,0.901,4.394,8.5753,40,40,12.5,7.5,0,0,0,-3.296023978,-3.282193098
13.49,14.7,1.09,5916.16,0.854,2.672,11.5332,44.44,29.63,18.52,7.41,0,0,0,-3.455440318,-3.515951229
20.99,22.84,1.09,6769.88,0.921,5.455,6.8123,43.33,33.33,16.67,6.67,0,0,0,-3.133981889,-3.128178684
16.28,20.39,1.25,6841.26,0.912,4.772,7.9929,48.48,30.3,15.15,6.06,0,0,0,-3.312225988,-3.259212113
24.23,25.37,1.05,7162.14,0.925,5.977,6.5827,48.28,34.48,10.34,6.9,0,0,0,-3.105665883,-3.156161704
13.94,17.24,1.24,5700.8,0.851,2.749,12.3042,48.28,34.48,10.34,6.9,0,0,0,-3.638153953,-3.612775823
23.14,25.8,1.11,7066.13,0.925,5.925,6.6087,48.28,34.48,10.34,6.9,0,0,0,-3.140991752,-3.076539181
13.56,15.29,1.13,5955.8,0.851,2.725,12.0723,48.28,34.48,10.34,6.9,0,0,0,-3.585405458,-3.55275603
23.64,23.99,1.01,7268.94,0.924,5.985,6.2669,48.28,34.48,10.34,6.9,0,0,0,-3.130845723,-3.194422059
22.13,22.49,1.02,6851.49,0.917,5.27,7.0374,45.16,32.26,9.68,12.9,0,0,0,-3.22487117,-3.174148518
22.03,23.4,1.06,7540.88,0.942,7.951,6.0552,51.16,37.21,6.98,4.65,0,0,0,-2.937303853,-2.983658035
21.3,22.93,1.08,6622.08,0.885,3.736,10.0524,51.16,37.21,6.98,4.65,0,0,0,-3.382916558,-3.415213633
21.57,25.11,1.16,6363.87,0.896,4.271,11.7028,51.16,37.21,6.98,4.65,0,0,0,-3.399371507,-3.386684136
28.21,31.12,1.1,7718.41,0.947,9.008,5.7412,51.16,37.21,6.98,4.65,0,0,0,-2.817067912,-2.949876385
13.17,16.44,1.25,6642.97,0.866,3.194,12.519,56.6,33.96,5.66,3.77,0,0,0,-3.589306908,-3.61879206
4.88,7.64,1.56,3088.68,0.7,1.032,18.4715,43.48,26.09,21.74,8.7,0,0,0,-3.968598354,-4.203161676
11.86,18.09,1.53,5106.32,0.834,2.204,12.3418,43.48,26.09,21.74,8.7,0,0,0,-3.723546088,-3.732176494
10.35,16.5,1.59,5603.13,0.842,2.514,10.3944,48,32,12,8,0,0,0,-3.455482724,-3.51414631
16.52,22.46,1.36,7311.72,0.907,5.012,6.8402,48,43.2,8.8,0,0,0,0,-3.242879019,-3.175853021
15.36,29.75,1.94,6934.08,0.898,4.552,7.7501,48,43.2,8.8,0,0,0,0,-3.307247534,-3.340530037
24.88,34.41,1.38,8686.23,0.951,10.265,4.4553,50.91,43.64,5.45,0,0,0,0,-2.785909291,-2.780614593
25.19,34.7,1.38,8178.87,0.952,9.661,4.9947,52.83,37.74,5.66,3.77,0,0,0,-2.803002237,-2.860825501
25.17,27.87,1.11,7630.74,0.901,4.574,9.52,52.83,37.74,5.66,3.77,0,0,0,-3.320082602,-3.284771431
18.69,26.97,1.44,7668.74,0.927,6.43,5.9881,48.89,40,11.11,0,0,0,0,-3.073453267,-3.106845756
8.44,13.61,1.61,5758.96,0.812,2.175,11.7371,58.21,38.81,2.99,0,0,0,0,-3.608078421,-3.70285562
17.37,23.69,1.36,5895.26,0.888,4.069,9.1898,58.21,38.81,2.99,0,0,0,0,-3.388958017,-3.394935955
7.92,12.94,1.63,5339.44,0.776,1.777,13.5055,58.21,38.81,2.99,0,0,0,0,-3.774840376,-3.816690846
10.88,20.76,1.91,4451.75,0.82,2.32,30.2264,58.21,38.81,2.99,0,0,0,0,-4.413409086,-4.092920112
9.84,22.33,2.27,5049.3,0.836,2.585,12.195,58.21,38.81,2.99,0,0,0,0,-3.637249542,-3.675195734
17.52,22.15,1.26,4600.79,0.868,3.084,10.3466,54.93,28.17,5.63,11.27,0,0,0,-3.486395018,-3.500890172
7.76,13.13,1.69,3674.07,0.737,1.309,15.6869,54.93,28.17,5.63,11.27,0,0,0,-3.974983509,-3.995416427
6.25,6.6,1.06,1300.99,0.582,0.669,28.0362,61.45,33.73,0,4.82,0,0,0,-4.083496826,-4.707694068
6.31,10.89,1.73,1878.96,0.633,0.88,34.0505,62.79,37.21,0,0,0,0,0,-5.22624463,-4.488244936
8.96,23.71,2.65,2741.93,0.733,1.399,32.7882,62.79,37.21,0,0,0,0,0,-6.051732928,-4.53214682
17.71,24.25,1.37,4707.64,0.873,3.444,10.2483,49.37,40.51,10.13,0,0,0,0,-3.48607499,-3.518864039
8.44,13.58,1.61,3888.65,0.747,1.473,15.6848,49.37,40.51,10.13,0,0,0,0,-3.95637354,-4.052635407
24.06,38.51,1.6,4610.68,0.879,3.655,10.2754,49.37,40.51,10.13,0,0,0,0,-3.455332145,-3.5259557
7.64,22.15,2.9,4296.73,0.812,2.14,12.2108,49.37,40.51,10.13,0,0,0,0,-3.743100148,-3.805840877
7.35,10.51,1.43,4744.32,0.775,1.709,13.4196,49.37,40.51,10.13,0,0,0,0,-3.728128453,-3.786895112
19.27,22.29,1.16,4702.57,0.828,2.308,14.7557,54.93,33.8,0,11.27,0,0,0,-3.779684305,-3.842533911
17.52,23.73,1.35,4766.17,0.876,3.368,13.6644,54.93,33.8,0,11.27,0,0,0,-3.549808383,-3.534890855
7.88,12.89,1.63,4141.61,0.751,1.444,17.7156,54.93,33.8,0,11.27,0,0,0,-4.002217268,-3.974740067
7.84,22.43,2.86,4214.02,0.816,2.105,11.8059,54.93,33.8,0,11.27,0,0,0,-3.662410584,-3.676327413
8.82,12.63,1.43,3771.46,0.726,1.453,16.4998,54.02,45.98,0,0,0,0,0,-4.094712238,-4.09375145
