PLD (Å),LCD (Å),LCD/PLD,Sacc (m2/g),Porosity,Pore Volume (cm3/g),Qst-CO2 (kJ/mol),%C,%H,%N,%O,%Metalloid,%Halogen,%Ametal,LOG(DCO2 - INF),LOG(DCO2 - 1 bar)
10.03477,10.55423,1.05176601,1317.7,0.5808,0.622459336,2.15E+01,50.94339623,37.73584906,5.660377358,3.773584906,0,1.886792453,0,-4.022,-4.1612
10.03477,10.55423,1.05176601,1467.28,0.58566,0.689131755,2.24E+01,50.94339623,37.73584906,5.660377358,3.773584906,0,1.886792453,0,-4.076,-4.1595
10.03477,10.55423,1.05176601,1572.98,0.59568,0.727286935,2.50E+01,50.94339623,37.73584906,5.660377358,3.773584906,0,1.886792453,0,-4.1495,-4.3632
7.62148,7.93604,1.041272824,1293.92,0.56012,0.548561803,1.66E+01,50.94339623,37.73584906,5.660377358,3.773584906,0,1.886792453,0,-3.7875,-3.9239
27.14804,27.41489,1.009829439,2545.35,0.80114,2.052452649,1.28E+01,50,40,5,5,0,0,0,-3.7111,-3.7391
32.86681,33.03455,1.005103629,2711.04,0.78798,1.950696624,1.42E+01,57.44680851,38.29787234,4.255319149,0,0,0,0,-3.4162,-3.5447
16.93791,17.2286,1.017162094,1127.87,0.64998,0.728111456,1.11E+01,58.62068966,10.34482759,3.448275862,0,0,27.5862069,0,-3.2214,-3.247
19.33361,19.49918,1.008563843,2091.09,0.72138,1.317360458,1.12E+01,57.57575758,36.36363636,6.060606061,0,0,0,0,-2.9961,-3.1226
24.69608,24.82012,1.005022659,2023.28,0.77204,1.706037557,1.22E+01,60.60606061,30.3030303,0,6.060606061,3.03030303,0,0,-3.5627,-3.665
11.7271,12.13815,1.035051291,1151.15,0.58086,0.641782486,9.98E+00,66.66666667,16.66666667,8.333333333,8.333333333,0,0,0,-3.1489,-3.2897
11.85435,12.28175,1.036054275,1214.17,0.58532,0.65540362,1.18E+01,66.66666667,16.66666667,8.333333333,8.333333333,0,0,0,-3.2644,-3.3216
18.35805,18.71848,1.019633349,1683.52,0.6895,1.101252985,1.27E+01,54.90196078,29.41176471,3.921568627,7.843137255,3.921568627,0,0,-3.7322,-3.7357
9.11511,9.87643,1.083522854,1713.67,0.62662,0.838797075,1.31E+01,57.14285714,33.33333333,9.523809524,0,0,0,0,-3.3367,-3.443
11.06222,11.37486,1.028261958,1677.68,0.61804,0.825982829,1.38E+01,57.79816514,35.77981651,6.422018349,0,0,0,0,-3.3937,-3.448
14.44901,15.66522,1.084172549,4062.67,0.80292,2.064757026,2.73E+01,56.66666667,33.33333333,6.666666667,3.333333333,0,0,0,-4.9556,-4.3642
41.05112,41.1773,1.003073729,2272.28,0.83222,2.471152761,1.13E+01,60.86956522,26.08695652,0,8.695652174,4.347826087,0,0,-3.3824,-3.4522
9.37583,11.01204,1.174513616,4872.89,0.793,1.907818447,2.85E+01,52.30769231,35.38461538,6.153846154,6.153846154,0,0,0,-5.0749,-4.2948
5.94566,7.11918,1.197374219,2019.34,0.61318,0.836942413,1.49E+01,57.89473684,36.84210526,5.263157895,0,0,0,0,-3.8415,-3.8795
14.43667,14.78901,1.024405905,1987.87,0.66862,1.054432711,1.10E+01,53.57142857,35.71428571,10.71428571,0,0,0,0,-3.1781,-3.3545
16.83791,17.15189,1.018647207,2411.8,0.71904,1.346519376,1.07E+01,56.66666667,33.33333333,10,0,0,0,0,-3.2141,-3.3382
15.00037,15.2073,1.013794993,2127.23,0.70194,1.202141433,1.39E+01,51.42857143,40,1.428571429,5.714285714,1.428571429,0,0,-3.7363,-3.6448
19.77262,22.16292,1.120889391,7094.57,0.90412,4.181172423,8.12E+00,56.25,25,12.5,6.25,0,0,0,-3.0606,-3.1163
9.18961,9.80273,1.066718827,1739.36,0.6184,0.783253771,1.25E+01,40,25,25,10,0,0,0,-3.3153,-3.382
20.79435,21.19983,1.019499528,3846.24,0.83142,2.564797048,3.17E+01,59.57446809,36.17021277,4.255319149,0,0,0,0,-4.6611,-3.9644
16.15375,16.51788,1.022541515,1691.43,0.66724,0.971115697,1.48E+01,59.57446809,36.17021277,4.255319149,0,0,0,0,-3.2044,-3.309
18.14826,18.49638,1.019182004,1732.61,0.68272,1.038273721,1.38E+01,57.89473684,31.57894737,5.263157895,5.263157895,0,0,0,-3.8735,-3.9087
7.26122,8.0558,1.109427892,1381.08,0.58616,0.759558954,2.11E+01,50.4587156,44.95412844,2.752293578,1.834862385,0,0,0,-4.3273,-4.3802
15.35482,15.85081,1.032301909,1728.24,0.66142,1.079007943,9.77E+00,48.93617021,48.93617021,2.127659574,0,0,0,0,-3.3351,-3.3879
35.71819,35.86719,1.004171544,2366.26,0.80666,2.385678711,6.12E+00,52.38095238,33.33333333,9.523809524,4.761904762,0,0,0,-2.7101,-3.0139
25.41555,25.64462,1.009012986,2270.49,0.7851,1.854143542,8.79E+00,56.41025641,35.8974359,5.128205128,0,0,0,2.564102564,-2.976,-3.2142
32.79335,33.01596,1.006788267,2559.5,0.83286,2.503727664,7.48E+00,56.52173913,34.7826087,4.347826087,0,0,0,4.347826087,-2.9935,-3.1545
9.54557,9.60069,1.005774406,821.238,0.45824,0.483242992,1.20E+01,48.10810811,49.72972973,2.162162162,0,0,0,0,-3.5649,-3.4499
13.11194,13.17228,1.004601912,1032.13,0.51894,0.596965821,1.19E+01,50.24875622,47.76119403,1.990049751,0,0,0,0,-3.5505,-3.5747
10.59437,12.48955,1.178885578,8339.6,0.88504,4.004832732,8.13E+00,54.28571429,38.0952381,3.80952381,3.80952381,0,0,0,-3.2307,-3.2499
9.58065,10.43778,1.089464702,8105.77,0.83242,2.545354473,9.67E+00,54.28571429,38.0952381,3.80952381,3.80952381,0,0,0,-3.3089,-3.3421
24.61711,29.01327,1.178581483,8684.09,0.94858,9.873173981,5.82E+00,54.28571429,38.0952381,3.80952381,3.80952381,0,0,0,-2.8025,-2.8458
10.07551,12.06451,1.197409362,8233.61,0.8788,3.790414409,8.42E+00,52.13675214,41.02564103,3.418803419,3.418803419,0,0,0,-3.2717,-3.2636
9.7459,10.65907,1.093697863,8177.69,0.82438,2.450827665,9.92E+00,52.13675214,41.02564103,3.418803419,3.418803419,0,0,0,-3.3644,-3.402
24.10888,28.27167,1.172666254,8780.71,0.94386,9.206683639,6.19E+00,52.13675214,41.02564103,3.418803419,3.418803419,0,0,0,-2.8575,-2.8898
8.66317,9.76361,1.127025096,7545.81,0.8085,2.222937081,1.05E+01,50.3875969,43.41085271,3.100775194,3.100775194,0,0,0,-3.5379,-3.5844
23.74486,28.52567,1.201340838,8254.16,0.94274,8.65677398,6.89E+00,50.3875969,43.41085271,3.100775194,3.100775194,0,0,0,-2.9295,-2.9284
26.74378,26.95282,1.007816397,2036.21,0.7663,1.655891022,1.13E+01,57.37704918,36.06557377,3.278688525,0,0,0,3.278688525,-3.0492,-3.0787
13.27242,13.43695,1.012396383,3165.78,0.74132,1.436741845,2.44E+01,60.6557377,32.78688525,3.278688525,0,0,0,3.278688525,-4.9456,-4.5362
21.96829,23.32506,1.061760383,3332.1,0.8293,2.190056673,1.78E+01,56.12903226,34.83870968,5.161290323,0,0,0,3.870967742,-3.8118,-4.1818
21.6188,27.24002,1.260015357,7704.41,0.93374,7.215808102,6.17E+00,56.12903226,34.83870968,5.161290323,0,0,0,3.870967742,-3.0337,-3.0608
46.90901,47.73559,1.017620922,7443.25,0.9449,8.678919475,8.07E+00,61.30653266,35.67839196,3.015075377,0,0,0,0,-2.92,-2.9637
7.14934,8.65257,1.210261367,2880.78,0.69064,1.11407025,1.79E+01,56.38297872,38.29787234,4.255319149,0,1.063829787,0,0,-3.8795,-3.9129
13.62206,13.99386,1.027293963,1577.58,0.64524,0.806192252,1.48E+01,60,20,10,10,0,0,0,-3.7553,-3.8476
27.87325,28.05828,1.006638264,1853.12,0.76472,1.518597216,9.81E+00,57.89473684,26.31578947,10.52631579,5.263157895,0,0,0,-3.041,-3.143
16.60555,16.94837,1.020644905,1577.74,0.67286,0.911832025,1.63E+01,62.22222222,28.88888889,4.444444444,4.444444444,0,0,0,-3.6085,-3.8673
8.10818,8.32513,1.026756929,1665.12,0.61264,0.838889277,1.17E+01,56.98924731,38.70967742,4.301075269,0,0,0,0,-3.2568,-3.3279
25.93049,26.13967,1.008066951,2172.29,0.777,1.813649286,9.01E+00,55.55555556,35.55555556,8.888888889,0,0,0,0,-3.0225,-3.1324
20.59917,20.89927,1.014568548,2423.07,0.76136,1.656383525,9.78E+00,50.87719298,40.35087719,8.771929825,0,0,0,0,-3.4713,-3.6091
21.78847,22.30685,1.023791482,2764.14,0.80266,2.066724515,9.58E+00,49.15254237,38.98305085,8.474576271,3.389830508,0,0,0,-3.6339,-3.7396
13.19498,13.6119,1.031596865,2471.61,0.70722,1.190814553,1.60E+01,55.2,35.2,9.6,0,0,0,0,-3.7544,-3.779
20.05131,20.15652,1.005247039,1723.84,0.71928,1.186484293,1.38E+01,55.67010309,22.68041237,2.06185567,12.37113402,6.18556701,0,1.030927835,-3.7575,-3.847
24.96346,25.19248,1.009174209,1819.45,0.7466,1.392531139,1.42E+01,59.437751,24.89959839,0.803212851,9.638554217,4.819277108,0,0.401606426,-3.7457,-3.7949
24.17971,24.4998,1.013237959,1776.2,0.73812,1.335038335,1.49E+01,59.67741935,25.80645161,0,9.677419355,4.838709677,0,0,-3.8832,-3.8991
19.84175,19.95931,1.005924881,1672.28,0.71336,1.141239051,1.41E+01,55.38461538,21.53846154,3.076923077,12.30769231,6.153846154,0,1.538461538,-3.7348,-3.8133
21.00602,21.24724,1.011483375,1745.55,0.728,1.271351457,1.44E+01,58.18181818,25.45454545,0,10.90909091,5.454545455,0,0,-3.8844,-3.9849
24.55927,24.73322,1.007082865,1734.83,0.74674,1.378927017,1.48E+01,58.62068966,24.13793103,0,10.34482759,5.172413793,0,1.724137931,-3.8955,-3.9266
25.04365,25.10039,1.002265644,1656.93,0.73208,1.25928882,1.41E+01,55.95854922,19.68911917,1.03626943,12.43523316,6.21761658,0,4.663212435,-3.6739,-3.7376
22.67602,22.92273,1.010879775,1681.82,0.72268,1.190623682,1.48E+01,55.76923077,21.15384615,3.846153846,11.53846154,5.769230769,0,1.923076923,-3.7853,-3.8478
23.46285,23.75776,1.012569232,1502.8,0.66606,1.037311829,1.15E+01,56.75675676,37.83783784,2.702702703,2.702702703,0,0,0,-3.5054,-3.5603
13.70432,14.13053,1.031100412,1449.62,0.58206,0.723686992,1.48E+01,60.71428571,35.71428571,3.571428571,0,0,0,0,-3.859,-3.9579
22.22368,22.39188,1.007568504,2032.25,0.72808,1.403305887,1.04E+01,56.25,37.5,6.25,0,0,0,0,-2.9111,-2.9374
21.36842,21.48313,1.005368202,1971.11,0.72196,1.34412666,1.00E+01,55.31914894,36.17021277,8.510638298,0,0,0,0,-3.0102,-3.0353
22.2217,22.36482,1.006440551,2117.3,0.74104,1.471993898,9.28E+00,54.34782609,34.7826087,10.86956522,0,0,0,0,-2.9771,-3.0838
23.17624,23.40945,1.010062461,2204.8,0.74792,1.537734026,1.01E+01,56.25,37.5,6.25,0,0,0,0,-3.0892,-3.1417
21.25085,21.50173,1.011805645,1997.7,0.73662,1.388515558,9.29E+00,53.33333333,33.33333333,13.33333333,0,0,0,0,-3.0874,-3.1636
10.72475,11.19018,1.043397748,1637.44,0.62296,0.810017294,1.28E+01,55.55555556,33.33333333,11.11111111,0,0,0,0,-3.2677,-3.4062
8.66416,9.32197,1.075923113,3886.71,0.75228,1.536475673,2.83E+01,55.48387097,34.19354839,7.741935484,2.580645161,0,0,0,-4.8208,-4.2301
5.56556,6.69598,1.20310984,4205.5,0.71242,1.210458174,1.94E+01,50,33.33333333,5.555555556,11.11111111,0,0,0,-3.9091,-3.9242
15.82205,16.15914,1.021305077,1670.88,0.67106,0.9789308,1.56E+01,50,33.33333333,8.333333333,8.333333333,0,0,0,-3.9437,-4.0085
18.38514,18.68522,1.016321877,1903.9,0.69994,1.204477599,1.00E+01,53.57142857,35.71428571,3.571428571,3.571428571,3.571428571,0,0,-3.1992,-3.2588
25.36488,25.57848,1.008421092,1996.17,0.7575,1.566215238,1.11E+01,56.75675676,32.43243243,2.702702703,5.405405405,2.702702703,0,0,-3.1546,-3.2218
13.06993,13.36641,1.022684131,2031.07,0.71342,0.999569864,2.83E+01,37.5,25,6.25,25,0,0,6.25,-4.9783,-4.6944
30.47905,30.66932,1.006242649,2318.71,0.79876,2.003315618,8.08E+00,55,35,10,0,0,0,0,-2.9564,-3.12
31.27516,31.45429,1.005727549,2326.3,0.79488,2.053072842,8.06E+00,57.14285714,38.0952381,4.761904762,0,0,0,0,-2.9382,-3.0257
7.29196,7.86216,1.078195711,1122.76,0.53858,0.522832291,2.16E+01,42.85714286,28.57142857,14.28571429,14.28571429,0,0,0,-4.2747,-4.1522
17.58343,18.30088,1.040802619,1754.43,0.66648,0.969201305,1.41E+01,39.13043478,39.13043478,8.695652174,13.04347826,0,0,0,-4.1845,-4.1445
22.5277,22.77767,1.011096117,1911.8,0.753,1.368605676,1.13E+01,41.17647059,29.41176471,11.76470588,17.64705882,0,0,0,-3.6947,-3.6988
22.43529,22.68169,1.010982697,1875.53,0.75368,1.369841602,1.08E+01,41.17647059,29.41176471,11.76470588,17.64705882,0,0,0,-3.2277,-3.2111
17.47752,18.54702,1.061192892,4319.88,0.82808,2.446256968,2.69E+01,55.55555556,35.18518519,7.407407407,1.851851852,0,0,0,-4.7483,-4.2409
18.13247,18.45428,1.01774772,1718.87,0.69856,1.093761009,1.51E+01,55.17241379,34.48275862,6.896551724,3.448275862,0,0,0,-3.2395,-3.3803
9.98996,10.41381,1.042427597,1932.08,0.64946,0.943225784,1.32E+01,57.57575758,36.36363636,3.03030303,3.03030303,0,0,0,-3.641,-3.7349
8.64917,8.96949,1.037034767,1723.91,0.60598,0.786539605,1.43E+01,56.52173913,37.68115942,2.898550725,2.898550725,0,0,0,-3.6444,-3.8261
9.37472,9.86201,1.051979152,1803.62,0.63048,0.892395361,1.25E+01,55.55555556,38.88888889,2.777777778,2.777777778,0,0,0,-3.6711,-3.7355
41.06276,41.12135,1.00142684,3046.83,0.85698,3.021066881,7.89E+00,54.05405405,37.83783784,5.405405405,0,0,2.702702703,0,-3.2424,-3.2926
11.81734,12.27786,1.038969853,1787.77,0.63744,0.912816724,1.10E+01,57.89473684,36.84210526,5.263157895,0,0,0,0,-3.3087,-3.3983
28.43648,28.9663,1.018631701,5040.11,0.8932,3.784970295,1.80E+01,52.63157895,36.84210526,5.263157895,0,0,0,5.263157895,-3.5042,-3.4868
13.04485,14.36169,1.100947117,7492.97,0.89002,3.771494919,1.39E+01,52.63157895,36.84210526,5.263157895,0,0,0,5.263157895,-3.5741,-3.5812
33.82956,34.43728,1.017964171,7824.79,0.90692,5.363597653,1.01E+01,55.71428571,38.57142857,4.285714286,0,0,0,1.428571429,-3.3669,-3.3381
13.41731,13.74601,1.024498204,1863.71,0.68,1.078514251,1.16E+01,58.20895522,35.82089552,5.970149254,0,0,0,0,-3.1753,-3.2797
21.38819,21.50268,1.005352954,2268.39,0.75204,1.573927766,1.03E+01,58.7628866,37.11340206,4.12371134,0,0,0,0,-3.1392,-3.2282
17.50381,17.88585,1.021826105,1941.24,0.7227,1.235515559,1.27E+01,57,30,10,0,0,0,3,-3.1812,-3.2728
25.18439,25.57282,1.015423443,2013.22,0.7386,1.430710493,1.16E+01,51.42857143,40,2.857142857,5.714285714,0,0,0,-3.6969,-3.6772
21.04675,23.73238,1.127603074,5274.62,0.85516,2.758945538,2.31E+01,56.25,25,0,12.5,6.25,0,0,-4.3243,-3.8991
23.17778,23.39972,1.00957555,1878.3,0.72106,1.251427481,1.51E+01,56.25,25,0,12.5,6.25,0,0,-3.8105,-3.8634
23.17624,23.40945,1.010062461,2181.48,0.74792,1.537734026,1.01E+01,56.25,37.5,6.25,0,0,0,0,-3.1007,-3.1314
10.72475,11.19018,1.043397748,1637.44,0.62264,0.809601207,1.27E+01,55.55555556,33.33333333,11.11111111,0,0,0,0,-3.2719,-3.3442
21.00079,21.67796,1.032244977,2641.96,0.78104,1.697957338,2.64E+01,61.33333333,28,5.333333333,5.333333333,0,0,0,-4.4025,-4.5228
17.4324,17.68848,1.014689888,1430.65,0.70798,1.10934398,2.38E+01,56.89655172,25.86206897,6.896551724,10.34482759,0,0,0,-4.6412,-4.6124
18.96217,19.42127,1.024211364,2911.6,0.75694,1.41055672,2.29E+01,56.89655172,25.86206897,6.896551724,10.34482759,0,0,0,-4.5067,-4.4457
20.6317,20.85645,1.010893431,2029.34,0.73738,1.333615473,2.17E+01,59.09090909,27.27272727,4.545454545,9.090909091,0,0,0,-4.1616,-4.2892
23.24997,23.52769,1.011944962,2339.99,0.7718,1.575761288,2.50E+01,59.09090909,27.27272727,4.545454545,9.090909091,0,0,0,-4.5428,-4.4499
31.96665,32.11305,1.004579773,3169.09,0.81006,2.102904909,1.75E+01,59.375,31.25,3.125,6.25,0,0,0,-3.8626,-3.8884
13.4128,17.51535,1.305868275,5112.7,0.87876,3.191116179,8.57E+00,51.72413793,27.5862069,6.896551724,13.79310345,0,0,0,-3.2739,-3.2859
8.17402,11.20903,1.371299556,4080.35,0.76234,1.490794247,1.79E+01,58.44155844,25.97402597,5.194805195,10.38961039,0,0,0,-3.9065,-3.8787
29.13679,29.31085,1.005973891,1687.77,0.76196,1.456885772,1.03E+01,57.14285714,23.80952381,9.523809524,9.523809524,0,0,0,-3.0335,-3.2275
12.92396,13.22037,1.022934921,1160.49,0.56796,0.622931869,1.43E+01,53.65853659,31.70731707,9.756097561,4.87804878,0,0,0,-3.0102,-3.2089
18.55205,20.44724,1.102155287,3973.52,0.80844,2.2346239,2.75E+01,56.60377358,35.8490566,7.547169811,0,0,0,0,-4.8327,-4.1486
26.88194,27.08858,1.007686945,1633.33,0.73288,1.333115052,1.23E+01,58.66666667,30.66666667,5.333333333,5.333333333,0,0,0,-3.4488,-3.6263
25.81921,26.00679,1.007265133,1564.83,0.71978,1.253352,1.24E+01,59.25925926,30.86419753,4.938271605,4.938271605,0,0,0,-3.4314,-3.598
16.51179,16.92872,1.025250442,2246.59,0.66264,1.014368071,1.32E+01,51.28205128,38.46153846,5.128205128,5.128205128,0,0,0,-3.7223,-3.8006
12.62515,13.13524,1.040402688,1769.33,0.6238,0.850628631,2.33E+01,51.28205128,38.46153846,5.128205128,5.128205128,0,0,0,-4.6127,-4.5078
13.33514,13.70776,1.027942714,1318.74,0.56928,0.655031481,1.21E+01,57.14285714,28.57142857,0,7.142857143,7.142857143,0,0,-3.2072,-3.3173
23.27554,23.57253,1.012759747,1489.85,0.67012,1.04244966,1.12E+01,56.36363636,37.27272727,3.636363636,2.727272727,0,0,0,-3.5178,-3.6757
23.16359,23.45655,1.012647435,1725.98,0.70162,1.214352349,9.75E+00,60.20408163,35.71428571,4.081632653,0,0,0,0,-3.5574,-3.6692
23.35047,23.64665,1.012684113,1502.38,0.66342,1.033172979,1.10E+01,56.75675676,37.83783784,2.702702703,2.702702703,0,0,0,-3.4477,-3.5389
23.33054,23.62181,1.012484495,1676.84,0.69462,1.190588009,1.05E+01,62.5,34.375,3.125,0,0,0,0,-3.5568,-3.6907
23.1796,23.46924,1.01249547,1462.3,0.65976,1.006752272,1.07E+01,58.33333333,36.11111111,2.777777778,2.777777778,0,0,0,-3.5459,-3.6197
15.8688,16.4034,1.033688748,1825.47,0.68936,1.065300168,1.48E+01,59.57446809,31.91489362,4.255319149,0,0,4.255319149,0,-3.6296,-3.7929
17.10287,17.25029,1.008619606,1954.03,0.7023,1.191902598,1.28E+01,59.57446809,36.17021277,4.255319149,0,0,0,0,-3.6699,-3.7273
8.57866,10.56287,1.23129603,4905.99,0.74408,1.489002776,1.92E+01,59.57446809,36.17021277,4.255319149,0,0,0,0,-4.189,-4.097
20.19819,20.61325,1.020549366,2498.32,0.77006,1.698666761,1.05E+01,58.18181818,34.54545455,7.272727273,0,0,0,0,-3.1943,-3.3202
16.94731,17.28315,1.019816714,1692.3,0.66592,0.987731963,1.51E+01,57.14285714,34.69387755,4.081632653,4.081632653,0,0,0,-3.4178,-3.5731
23.83383,24.09671,1.0110297,2361.3,0.76826,1.732156707,1.14E+01,61.01694915,35.59322034,3.389830508,0,0,0,0,-3.3473,-3.4657
21.39542,21.5186,1.005757307,1949.54,0.72788,1.360452163,1.21E+01,58.18181818,34.54545455,7.272727273,0,0,0,0,-3.0051,-3.1856
29.1234,29.23226,1.003737888,2356.21,0.79738,1.967828868,1.14E+01,61.11111111,31.94444444,5.555555556,0,0,0,1.388888889,-3.4638,-3.5637
27.10992,27.16293,1.001955373,2440.57,0.78858,1.934923482,1.12E+01,58.2278481,36.70886076,2.53164557,2.53164557,0,0,0,-3.504,-3.5418
24.12169,24.28935,1.006950591,2169.84,0.7553,1.496363597,1.39E+01,54.32098765,34.56790123,3.703703704,2.469135802,0,0,4.938271605,-3.5866,-3.6633
23.42248,23.47007,1.002031809,1909.99,0.73324,1.28436478,1.35E+01,55.84415584,32.46753247,2.597402597,2.597402597,0,0,6.493506494,-3.5118,-3.6218
25.49743,25.7192,1.008697739,2022.76,0.7552,1.480383739,1.39E+01,56.33802817,35.21126761,2.816901408,0,0,0,5.633802817,-3.5046,-3.5637
22.83805,23.04591,1.009101478,2074.96,0.72478,1.331540261,1.36E+01,51.68539326,41.57303371,2.247191011,0,0,0,4.494382022,-3.507,-3.5915
20.42358,20.62353,1.009790154,2139.78,0.73616,1.441480956,1.19E+01,61.01694915,35.59322034,3.389830508,0,0,0,0,-3.4329,-3.4648
14.72116,14.86395,1.009699643,1822.28,0.65464,0.967019072,1.41E+01,59.45945946,35.13513514,5.405405405,0,0,0,0,-3.4569,-3.4806
23.31932,23.59518,1.011829676,2013.52,0.74246,1.44235327,1.31E+01,61.11111111,31.94444444,5.555555556,0,0,0,1.388888889,-3.4689,-3.5881
32.13152,32.29956,1.005229756,1750.75,0.76964,1.587393909,1.26E+01,64,24,0,8,4,0,0,-3.5998,-3.6236
18.34881,18.86524,1.028145149,2369.16,0.74762,1.458921606,1.18E+01,57.14285714,34.69387755,4.081632653,4.081632653,0,0,0,-3.3694,-3.4612
34.17201,34.32422,1.00445423,1717.4,0.77706,1.65364636,1.29E+01,65.38461538,23.07692308,0,7.692307692,3.846153846,0,0,-3.5756,-3.6723
20.88156,21.18049,1.014315501,2254.14,0.74812,1.557363399,1.29E+01,53.21100917,41.28440367,3.669724771,1.834862385,0,0,0,-3.456,-3.5155
18.84547,19.1216,1.014652328,2228.95,0.73272,1.374126543,1.50E+01,52.42718447,39.80582524,3.883495146,1.941747573,0,0,1.941747573,-3.5574,-3.676
10.52062,10.62648,1.010062145,1123.86,0.5242,0.552737855,1.59E+01,62.96296296,31.48148148,5.555555556,0,0,0,0,-3.2411,-3.3977
12.21245,12.68001,1.03828552,1742.77,0.65138,0.90607369,1.32E+01,60.52631579,35.52631579,3.947368421,0,0,0,0,-3.4971,-3.5272
11.40457,11.82847,1.03716931,1705.1,0.6277,0.841479567,1.50E+01,60.34482759,36.20689655,3.448275862,0,0,0,0,-3.6532,-3.7438
19.60464,19.70589,1.005164594,2123.17,0.73638,1.358431673,1.36E+01,51.54639175,38.1443299,4.12371134,2.06185567,0,0,4.12371134,-3.5136,-3.6767
29.43939,29.73503,1.010042328,2567,0.80038,2.127216238,9.29E+00,55.88235294,38.23529412,2.941176471,2.941176471,0,0,0,-3.4054,-3.5398
11.36258,11.81761,1.040046363,1574.15,0.59898,0.77102497,1.29E+01,57.89473684,36.84210526,5.263157895,0,0,0,0,-3.1119,-3.222
11.50736,11.99864,1.042692677,1702.32,0.6378,0.890550779,1.13E+01,56.89655172,36.20689655,5.172413793,1.724137931,0,0,0,-3.3306,-3.35
25.36984,25.71565,1.013630752,3327.9,0.79666,2.21892321,1.06E+01,47.05882353,47.05882353,2.941176471,2.941176471,0,0,0,-3.7969,-3.9139
12.51715,12.95632,1.035085463,1578.42,0.6236,0.84665452,1.26E+01,59.45945946,35.13513514,5.405405405,0,0,0,0,-3.1575,-3.2639
25.57106,25.87294,1.011805533,2183.85,0.76022,1.651894457,1.05E+01,50,39.28571429,7.142857143,3.571428571,0,0,0,-3.5518,-3.7198
28.48568,28.5332,1.001668207,2378.89,0.75756,1.648267009,1.24E+01,57.14285714,38.0952381,4.761904762,0,0,0,0,-3.2332,-3.4357
35.14301,35.24752,1.002973849,2634.34,0.79244,2.012459145,1.17E+01,57.69230769,38.46153846,3.846153846,0,0,0,0,-3.7083,-3.8145
6.17782,6.89431,1.115977804,1125.79,0.53052,0.58437417,1.90E+01,58.33333333,36.11111111,5.555555556,0,0,0,0,-3.39,-3.8864
11.92018,12.54213,1.052176226,1891.3,0.64064,0.935682081,1.54E+01,56.89655172,37.93103448,5.172413793,0,0,0,0,-3.5366,-3.6824
9.49048,9.80036,1.032651668,1374.21,0.57654,0.703548862,1.52E+01,55.93220339,37.28813559,6.779661017,0,0,0,0,-3.2119,-3.3457
16.34537,16.54654,1.012307461,1844.09,0.66456,1.025933948,1.53E+01,62.74509804,33.33333333,3.921568627,0,0,0,0,-3.5093,-3.7455
16.91517,17.24318,1.019391469,1955.52,0.68536,1.129402769,1.45E+01,62.74509804,33.33333333,3.921568627,0,0,0,0,-3.6295,-3.7332
16.14146,16.26743,1.007804127,1843,0.66098,1.013432605,1.56E+01,62.74509804,33.33333333,3.921568627,0,0,0,0,-3.5722,-3.7058
30.53322,30.65329,1.003932438,2647.85,0.81772,2.307004353,1.20E+01,60.86956522,34.7826087,4.347826087,0,0,0,0,-3.4258,-3.4983
33.05829,33.14216,1.002537034,2003.78,0.75066,1.499559517,1.66E+01,60.78431373,35.29411765,3.921568627,0,0,0,0,-3.7477,-3.9396
33.79748,33.88417,1.002564984,2117.77,0.75758,1.609646234,1.53E+01,60.78431373,35.29411765,3.921568627,0,0,0,0,-3.7133,-3.8528
13.04774,13.2515,1.015616498,4253.42,0.78956,1.988690888,1.29E+01,59.42028986,34.7826087,5.797101449,0,0,0,0,-3.08,-3.172
18.22884,18.48675,1.014148459,2770.7,0.76492,1.755204784,1.21E+01,57.89473684,38.59649123,3.50877193,0,0,0,0,-3.4242,-3.4898
30.6573,30.83079,1.005659011,1379.95,0.71734,1.226033602,8.80E+00,60.71428571,28.57142857,0,7.142857143,3.571428571,0,0,-2.9314,-3.0533
37.29832,37.44618,1.003964254,1488.57,0.75364,1.516375219,9.06E+00,62.85714286,28.57142857,0,5.714285714,2.857142857,0,0,-3.3608,-3.4442
39.99832,40.13594,1.003440645,1568.13,0.77334,1.71504227,7.90E+00,60.60606061,30.3030303,0,6.060606061,3.03030303,0,0,-2.8238,-2.9061
25.52152,25.82069,1.011722264,2225.47,0.76196,1.65323613,9.98E+00,49.39759036,38.55421687,8.43373494,3.614457831,0,0,0,-3.555,-3.6712
27.08188,27.32945,1.009141537,2452.51,0.7901,1.980225316,8.97E+00,53.52112676,36.61971831,9.85915493,0,0,0,0,-3.0456,-3.2061
25.57106,25.87294,1.011805533,2183.85,0.76022,1.651894457,1.05E+01,50,39.28571429,7.142857143,3.571428571,0,0,0,-3.5893,-3.6425
27.8263,28.08589,1.009328944,2461.66,0.79404,2.022156009,9.58E+00,54.16666667,37.5,8.333333333,0,0,0,0,-3.0563,-3.2142
